This is Ipopt version 3.14.4, running with linear solver MUMPS 5.4.1.

Number of nonzeros in equality constraint Jacobian...:    25301
Number of nonzeros in inequality constraint Jacobian.:     5480
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:     8704
                     variables with only lower bounds:     2009
                variables with lower and upper bounds:        0
                     variables with only upper bounds:        0
Total number of equality constraints.................:     6909
Total number of inequality constraints...............:     1572
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:     1572

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0  4.7335390e+02 1.49e+01 2.93e+00   0.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1  1.3064843e+03 1.40e+01 3.48e+01  -0.0 6.30e+00    -  9.39e-03 6.43e-02f  1
   2  4.0819429e+03 1.02e+01 4.47e+01   0.0 5.65e+00    -  1.25e-01 2.72e-01f  1
   3  3.3091727e+03 8.60e+00 4.52e+01  -4.0 4.32e+00    -  1.80e-01 1.55e-01f  1
   4  3.0799457e+03 8.12e+00 3.75e+01  -1.0 4.16e+00    -  2.65e-02 5.59e-02f  1
   5  2.9383515e+03 7.62e+00 3.49e+01  -1.2 3.50e+00    -  1.02e-01 6.12e-02f  1
   6  3.5177745e+03 5.51e+00 8.50e+01  -0.3 1.03e+01    -  1.95e-01 2.77e-01h  1
   7  5.0724719e+03 2.10e+00 4.51e+01  -0.1 2.30e+00    -  5.93e-01 6.19e-01f  1
   8  5.6487853e+03 1.19e+00 6.68e+01   0.0 1.46e+00    -  3.56e-01 4.31e-01h  1
   9  4.7872716e+03 8.16e-01 1.20e+02  -0.7 6.80e-01    -  9.90e-01 3.17e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10  1.6350462e+04 6.28e-01 2.40e+03   0.9 1.15e+01    -  5.73e-02 2.30e-01f  1
  11  9.7873266e+03 6.87e-01 5.74e+02   0.1 4.09e+00    -  6.99e-01 4.96e-01f  1
  12  8.4764589e+03 1.10e+00 1.83e+03   0.1 4.17e+00    -  9.14e-02 3.24e-01f  1
  13  7.0654680e+03 5.70e-01 1.64e+03   0.1 9.21e-01    -  9.21e-01 6.78e-01f  1
  14  6.7577533e+03 4.27e-01 5.63e+03   0.1 9.11e-01    -  4.03e-01 6.22e-01f  1
  15  5.5384744e+03 3.10e-01 1.26e+04  -0.4 1.05e+00    -  1.00e+00 2.86e-01f  1
  16  4.5507152e+03 3.08e-01 1.76e+04  -0.9 1.89e+00    -  1.00e+00 2.29e-01f  1
  17  2.9891791e+03 1.88e-01 1.19e+04  -1.6 1.25e+00    -  1.00e+00 4.11e-01f  1
  18  2.6723107e+03 2.06e-01 1.42e+04  -0.6 1.13e+00    -  1.00e+00 7.63e-01H  1
  19  2.1348899e+03 1.59e-01 3.25e+04  -1.4 4.78e-01    -  1.00e+00 2.80e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  20  1.5188256e+03 1.62e-01 5.04e+04  -1.1 6.40e-01    -  1.00e+00 5.68e-01f  1
  21  1.3782081e+03 8.93e-02 1.61e+05  -1.0 1.03e+00    -  1.00e+00 4.38e-01f  1
  22  1.9381579e+03 1.43e-01 2.69e+01  -0.6 4.48e-01    -  1.00e+00 1.00e+00f  1
  23  1.5835731e+03 9.21e-03 1.27e+01  -0.7 2.57e-01    -  1.00e+00 1.00e+00f  1
  24  1.1202132e+03 1.12e-01 2.76e+05  -0.9 4.47e-01    -  9.67e-01 9.93e-01f  1
  25  8.7436366e+02 3.89e-02 1.32e+06  -1.2 9.19e-01    -  1.00e+00 7.08e-01f  1
  26  9.2707693e+02 3.84e-02 2.41e+06  -0.7 2.82e+00    -  5.55e-01 2.44e-01f  1
  27  9.2058127e+02 1.05e-01 3.76e+05  -1.0 2.20e+00    -  8.97e-01 4.50e-01f  1
  28  9.0900248e+02 8.67e-02 5.92e+05  -1.1 9.45e-01    -  6.27e-01 3.04e-01h  1
  29  7.2792773e+02 4.40e-03 1.58e+01  -1.1 1.65e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  30  6.0685749e+02 2.04e-03 3.18e+06  -1.6 3.65e-01    -  9.99e-01 4.63e-01f  1
  31  6.2537699e+02 2.66e-02 1.19e+06  -1.1 2.43e+00    -  1.00e+00 4.71e-01f  1
  32  5.8851697e+02 3.52e-02 2.12e+05  -1.2 2.08e+00    -  8.20e-01 3.72e-01f  1
  33  5.3763015e+02 3.44e-02 6.08e+05  -1.3 1.23e+00    -  9.94e-01 3.70e-01f  1
  34  5.1519814e+02 2.70e-02 2.16e+05  -1.2 5.09e-01    -  7.46e-01 2.32e-01f  1
  35  4.1290634e+02 2.01e-02 2.37e+06  -1.7 3.62e-01    -  1.00e+00 4.33e-01f  1
  36  3.4489809e+02 3.18e-02 5.46e+05  -1.6 8.60e-01    -  1.00e+00 7.05e-01f  1
  37  3.2610827e+02 3.05e-02 2.29e+05  -1.6 1.11e+00    -  8.62e-01 2.75e-01f  1
  38  2.6179200e+02 2.63e-02 1.27e+06  -3.3 3.39e-01    -  8.07e-01 3.71e-01f  1
  39  2.1306598e+02 1.38e-02 4.31e+05  -2.2 3.61e-01    -  1.00e+00 6.31e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  40  2.8612550e+02 2.15e-02 8.60e+05  -1.5 5.62e-01    -  4.07e-01 7.55e-01f  1
  41  2.2603082e+02 1.78e-02 9.75e+04  -1.8 2.19e-01    -  1.00e+00 8.67e-01f  1
  42  2.1690144e+02 2.13e-03 1.65e+03  -1.8 2.47e-01    -  1.00e+00 9.83e-01f  1
  43  1.8522155e+02 2.08e-03 5.19e+05  -2.2 4.33e-01    -  1.00e+00 5.23e-01f  1
  44  1.9458214e+02 2.24e-02 4.76e+05  -1.4 6.53e+00    -  3.70e-01 9.46e-02f  1
  45  1.8812366e+02 3.63e-02 3.02e+05  -1.9 6.17e+00    -  2.99e-01 7.46e-02f  2
  46  1.7883231e+02 1.68e-02 3.69e+04  -1.9 2.15e+00    -  7.28e-01 3.83e-01f  1
  47  1.8869627e+02 3.00e-02 7.89e+05  -1.6 2.79e+00    -  9.92e-01 2.56e-01f  1
  48  2.7398397e+02 8.12e-03 1.62e+05  -1.8 4.80e-01    -  8.16e-01 1.00e+00H  1
  49  1.7235585e+02 5.64e-02 4.18e+00  -1.8 4.77e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  50  1.3895691e+02 2.40e-02 5.57e+05  -2.7 1.53e-01    -  1.00e+00 5.73e-01f  1
  51  1.7402876e+02 6.22e-02 3.91e+05  -1.8 2.08e+00    -  1.00e+00 5.88e-01f  1
  52  1.7849122e+02 6.95e-02 1.42e+05  -1.9 3.71e+00    -  5.43e-01 1.86e-01h  2
  53  1.7910956e+02 1.76e-02 9.01e+04  -1.9 9.08e-01    -  6.01e-01 1.00e+00H  1
  54  2.3285082e+02 5.27e-02 1.14e+05  -1.7 1.51e+00    -  8.73e-01 1.00e+00f  1
  55  2.0074164e+02 4.99e-02 3.39e+05  -1.8 8.18e-01    -  1.00e+00 3.14e-01f  1
  56  1.7911553e+02 3.36e-02 1.62e+04  -1.8 1.51e+00    -  9.32e-01 9.52e-01f  1
  57  4.6335441e+02 6.57e-03 4.30e+03  -1.8 1.91e+00    -  2.79e-01 7.34e-01H  1
  58  3.3086059e+02 9.17e-03 3.17e+03  -1.8 1.59e+00    -  5.58e-01 2.62e-01f  1
  59  2.5797333e+02 9.72e-03 2.31e+03  -1.8 1.17e+00    -  2.10e-01 2.72e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  60  3.4675418e+02 1.10e-03 2.82e+01  -1.8 8.08e-01    -  6.01e-01 1.00e+00H  1
  61  2.8170758e+02 9.57e-04 5.06e+05  -4.0 3.26e-01    -  4.48e-01 1.47e-01f  1
  62  1.7627995e+02 1.56e-03 6.75e+05  -2.6 2.29e-01    -  1.00e+00 4.25e-01f  1
  63  1.1257013e+02 1.81e-03 9.17e+04  -2.5 1.10e-01    -  1.00e+00 8.47e-01f  1
  64  1.0384174e+02 1.00e-03 2.24e+05  -3.6 2.37e-02    -  1.00e+00 4.55e-01f  1
  65  1.0000290e+02 6.55e-04 1.23e+05  -3.2 5.07e-02    -  1.00e+00 3.50e-01f  1
  66  1.0416694e+02 9.90e-05 1.89e+04  -2.5 3.12e-02    -  1.00e+00 8.49e-01f  1
  67  1.0030217e+02 7.40e-05 7.39e+04  -4.0 6.87e-02    -  5.71e-01 2.77e-01f  1
  68  9.8498155e+01 2.27e-04 3.61e+04  -2.8 1.20e-01    -  4.62e-01 5.35e-01f  1
  69  9.5925271e+01 3.61e-04 1.13e+05  -3.5 3.38e-01    -  1.00e+00 2.51e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  70  9.2988666e+01 1.40e-03 5.01e+04  -3.4 2.43e-01    -  9.27e-01 5.20e-01f  1
  71  9.0916062e+01 1.86e-03 3.48e+04  -3.6 2.19e-01    -  1.00e+00 5.11e-01f  1
  72  8.9600104e+01 2.37e-03 1.73e+04  -3.9 3.32e-01    -  1.00e+00 6.11e-01f  1
  73  8.9463363e+01 3.56e-03 3.18e+03  -3.4 5.80e-01    -  7.77e-01 2.57e-01f  1
  74  9.0680531e+01 2.02e-03 8.45e+03  -3.7 2.29e-01    -  1.00e+00 4.25e-01h  1
  75  8.9304563e+01 1.71e-03 6.63e+03  -3.7 7.55e-02    -  1.00e+00 1.59e-01f  1
  76  8.6948353e+01 1.03e-03 7.71e+03  -4.0 9.38e-02    -  8.09e-01 4.14e-01f  1
  77  8.6416906e+01 7.92e-04 4.20e+03  -3.9 6.85e-02    -  9.63e-01 2.45e-01f  1
  78  8.5843677e+01 7.61e-04 2.97e+03  -4.0 1.44e-01    -  6.35e-01 4.60e-01f  1
  79  8.5365942e+01 6.27e-04 7.01e+03  -3.6 2.37e-01    -  9.93e-01 2.67e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  80  8.4996318e+01 1.15e-03 9.32e+03  -3.5 2.72e-01    -  7.23e-01 3.08e-01f  1
  81  8.5677062e+01 7.66e-04 4.31e+03  -3.3 1.77e-01    -  4.76e-01 5.00e-01f  2
  82  8.4522574e+01 2.74e-04 2.05e+03  -3.5 5.35e-02    -  1.00e+00 6.42e-01f  1
  83  8.4047907e+01 1.82e-04 2.42e+03  -3.6 8.49e-02    -  1.00e+00 3.51e-01f  1
  84  8.4326413e+01 4.77e-04 7.58e+04  -2.8 1.24e+00    -  7.27e-01 8.28e-02f  1
  85  8.4241354e+01 9.08e-04 5.85e+04  -3.3 1.68e+00    -  2.63e-01 4.20e-02f  3
  86  8.3875429e+01 2.32e-03 6.28e+03  -3.3 5.53e-01    -  1.00e+00 4.50e-01f  1
  87  8.2806422e+01 2.43e-03 1.11e+04  -3.1 4.28e+00    -  1.96e-01 4.92e-02f  2
  88  8.3989612e+01 4.88e-03 7.94e+04  -2.6 3.22e+00    -  3.91e-01 6.28e-02f  2
  89  8.3079438e+01 5.49e-03 3.93e+04  -3.1 1.15e+00    -  5.65e-01 1.13e-01f  3
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  90  8.2876738e+01 5.02e-03 1.99e+04  -3.1 1.90e+00    -  6.29e-01 6.41e-02f  3
  91  8.2424397e+01 4.82e-03 1.40e+04  -3.1 1.91e+00    -  4.55e-01 9.72e-02f  3
  92  8.1749268e+01 5.27e-03 7.35e+03  -3.2 3.14e+00    -  3.41e-01 2.79e-02f  4
  93  1.1440963e+02 3.66e-03 3.43e+04  -2.6 8.33e-01    -  5.63e-01 7.48e-01H  1
  94  1.0602656e+02 3.81e-02 2.38e+02  -2.8 9.05e-01    -  3.68e-01 8.06e-01f  1
  95  9.7965802e+01 3.60e-02 4.45e+02  -2.8 4.04e+00    -  7.36e-02 4.99e-02f  3
  96  8.6040796e+01 4.04e-02 5.81e+00  -2.8 5.80e-01    -  1.00e+00 1.00e+00f  1
  97  1.1246035e+02 2.29e-02 1.52e+01  -2.8 1.32e+00    -  8.13e-01 5.46e-01H  1
  98  1.8763498e+02 1.81e-02 2.07e+01  -2.8 7.11e-01    -  4.04e-01 5.92e-01H  1
  99  1.0472657e+02 2.29e-02 1.22e+01  -2.8 8.00e-01    -  2.32e-01 6.47e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 100  9.1241558e+01 2.31e-02 7.64e+00  -2.8 1.71e+00    -  1.02e-01 4.83e-02f  4
 101  8.9109708e+01 1.93e-02 8.48e+00  -2.8 1.24e-01    -  4.51e-01 1.63e-01f  1
 102  8.4187814e+01 6.42e-03 2.08e+00  -2.8 9.13e-02    -  1.00e+00 1.00e+00f  1
 103  8.4935677e+01 4.68e-04 4.07e+00  -2.8 5.86e-02    -  1.00e+00 1.00e+00h  1
 104  8.3795859e+01 5.51e-05 4.22e-01  -2.8 4.27e-02    -  1.00e+00 1.00e+00f  1
 105  7.9506368e+01 3.09e-05 6.51e+04  -4.0 1.50e-02    -  1.00e+00 5.82e-01f  1
 106  7.7969050e+01 1.60e-05 3.43e+04  -4.0 1.85e-02    -  1.00e+00 4.72e-01f  1
 107  7.7647737e+01 7.93e-05 2.89e+04  -4.0 2.25e-01    -  9.10e-01 1.59e-01f  1
 108  7.7093077e+01 1.10e-04 2.26e+04  -4.0 1.88e-01    -  4.00e-01 2.17e-01f  1
 109  7.6854608e+01 1.19e-03 3.10e+03  -3.1 2.53e+00    -  3.28e-01 6.09e-02f  2
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 110  7.7322328e+01 2.13e-03 2.47e+04  -3.0 2.91e+00    -  4.25e-01 5.34e-02f  2
 111  7.7263999e+01 2.29e-03 1.86e+04  -3.4 3.86e+00    -  2.36e-01 3.96e-02f  2
 112  7.6889437e+01 3.06e-03 7.22e+03  -3.4 3.72e+00    -  5.76e-01 4.81e-02f  2
 113  7.6703090e+01 3.46e-03 3.89e+03  -3.4 2.91e+00    -  4.01e-01 5.03e-02f  3
 114  7.5920004e+01 1.02e-02 2.24e+03  -3.4 2.47e+00    -  1.00e+00 1.99e-01f  1
 115  1.0699638e+02 3.35e-02 1.83e+04  -2.1 8.78e+00    -  7.48e-02 5.49e-02f  2
 116  9.4099147e+01 4.37e-02 1.22e+04  -3.1 3.63e-01    -  4.23e-01 6.64e-01f  1
 117  8.8735980e+01 4.03e-02 6.98e+03  -3.1 6.62e-01    -  3.72e-01 7.83e-02f  1
 118  9.8428539e+01 5.47e-02 6.71e+03  -3.1 1.47e+00    -  1.36e-01 4.56e-01h  1
 119  9.4233426e+01 5.24e-02 4.69e+03  -3.1 3.63e+00    -  2.66e-01 5.95e-02f  3
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 120  9.2198260e+01 6.43e-02 3.97e+03  -3.1 4.46e+00    -  1.57e-01 1.75e-01f  1
 121  9.0133773e+01 6.37e-02 2.77e+03  -3.1 4.91e+00    -  2.50e-01 1.69e-02f  2
 122  8.3038254e+01 5.41e-02 2.75e+03  -3.1 1.66e+00    -  6.32e-02 2.42e-01f  1
 123  8.0068851e+01 5.95e-02 2.68e+03  -3.1 3.97e+01    -  2.17e-02 6.68e-03f  3
 124  1.1259553e+02 4.28e-02 2.49e+03  -3.1 1.78e+00    -  1.03e-01 2.29e-01H  1
 125  8.1162796e+01 1.70e-02 1.82e+02  -3.1 3.95e-01    -  1.00e+00 6.48e-01f  1
 126  1.5654168e+02 8.72e-03 2.67e+01  -3.1 5.55e-01    -  7.71e-01 9.45e-01H  1
 127  7.7367585e+01 1.60e-02 7.22e+00  -3.1 4.37e-01    -  1.00e+00 8.74e-01f  1
 128  8.4778815e+01 1.31e-02 5.28e+00  -3.1 1.90e-01    -  1.00e+00 1.00e+00h  1
 129  9.7016294e+01 5.82e-04 1.43e+01  -3.1 4.71e-01    -  1.00e+00 1.00e+00H  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 130  9.4712380e+01 1.02e-02 1.20e+01  -3.1 2.94e+00    -  2.57e-01 1.17e-01f  2
 131  9.2310943e+01 1.02e-02 1.16e+01  -3.1 1.16e+00    -  1.41e-01 1.81e-02f  5
 132  7.6296561e+01 2.07e-02 1.98e+00  -3.1 3.91e-01    -  1.00e+00 1.00e+00f  1
 133  8.9376018e+01 1.42e-02 1.10e+01  -3.1 3.38e-01    -  5.89e-01 1.00e+00h  1
 134  8.9796923e+01 1.03e-02 1.29e+01  -3.1 2.35e-01    -  1.00e+00 1.00e+00h  1
 135  7.6829727e+01 8.30e-03 4.13e+00  -3.1 5.22e-01    -  7.65e-01 7.19e-01f  1
 136  8.1793012e+01 7.98e-03 7.27e+00  -3.1 6.99e-01    -  5.57e-01 2.03e-01h  2
 137  7.9748179e+01 5.92e-03 4.62e+00  -3.1 2.65e-01    -  8.09e-01 1.00e+00f  1
 138  7.8040369e+01 5.66e-03 4.42e+00  -3.1 1.10e+00    -  2.77e-01 2.97e-02f  5
 139  7.6414569e+01 1.92e-03 2.87e+00  -3.1 1.35e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 140  7.6073855e+01 1.70e-03 3.04e+04  -3.4 1.83e-01    -  1.00e+00 1.19e-01f  4
 141  7.3666931e+01 7.96e-04 2.25e+04  -4.0 3.03e-02    -  1.00e+00 6.44e-01f  1
 142  7.2898222e+01 3.18e-04 9.08e+03  -4.0 1.78e-02    -  1.00e+00 5.97e-01f  1
 143  7.2602840e+01 1.56e-04 3.61e+03  -4.0 4.59e-02    -  1.00e+00 6.03e-01f  1
 144  7.2646767e+01 1.38e-04 7.57e+03  -3.7 1.49e-01    -  1.00e+00 1.25e-01f  4
 145  7.2521892e+01 2.51e-04 1.80e+03  -4.0 1.45e-01    -  9.55e-01 5.00e-01f  2
 146  7.2491826e+01 3.23e-04 2.24e+03  -4.0 1.32e+00    -  1.00e+00 4.55e-02f  4
 147  7.2360775e+01 4.67e-04 1.96e+03  -4.0 6.76e-01    -  1.00e+00 1.22e-01f  3
 148  7.2354137e+01 4.22e-04 1.39e+04  -3.6 1.94e+00    -  1.00e+00 3.22e-02f  3
 149  7.2258425e+01 8.52e-04 4.87e+03  -3.8 1.80e+00    -  9.73e-01 7.02e-02f  3
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 150  7.2005717e+01 1.77e-03 3.16e+03  -4.0 8.80e+00    -  2.33e-01 2.69e-02f  3
 151  7.1811607e+01 2.98e-03 2.66e+03  -4.0 2.91e+01    -  9.01e-02 8.89e-03f  3
 152  7.2000710e+01 3.37e-03 2.02e+04  -3.0 1.45e+01    -  2.24e-01 1.30e-02f  4
 153  7.2063188e+01 3.31e-03 1.14e+04  -3.7 1.15e+00    -  6.04e-01 7.62e-02h  4
 154  7.2107756e+01 3.22e-03 9.73e+03  -3.7 1.24e+00    -  2.46e-01 5.96e-02h  5
 155  7.2064973e+01 3.23e-03 8.71e+03  -3.7 2.38e+00    -  1.94e-01 4.07e-02f  5
 156  7.2059792e+01 3.41e-03 6.93e+03  -3.7 1.87e+00    -  4.39e-01 6.25e-02f  5
 157  7.2044215e+01 3.38e-03 5.87e+03  -3.7 1.03e+00    -  3.39e-01 8.40e-02f  3
 158  7.1959958e+01 3.21e-03 5.00e+03  -3.7 3.78e-01    -  4.27e-01 7.49e-02f  4
 159  7.2954599e+01 3.07e-03 2.58e+03  -3.7 6.64e-01    -  1.00e+00 4.00e-01H  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 160  7.3001056e+01 2.84e-03 2.30e+03  -3.7 1.32e+00    -  5.00e-01 1.09e-01h  1
 161  7.2694695e+01 2.74e-03 2.10e+03  -3.7 5.99e-01    -  6.55e-01 8.52e-02f  3
 162  7.2875072e+01 2.40e-03 1.78e+03  -3.7 3.58e-01    -  2.13e-01 1.54e-01h  3
 163  7.1457764e+01 2.10e-03 1.48e+02  -3.7 2.53e-01    -  2.93e-01 9.17e-01f  1
 164  7.1566501e+01 2.74e-03 2.00e+04  -3.1 2.97e+00    -  4.06e-01 3.64e-02f  5
 165  7.1515429e+01 2.39e-03 7.35e+03  -3.6 1.01e-01    -  6.47e-01 1.25e-01h  4
 166  7.0984867e+01 8.41e-04 2.67e+03  -4.0 1.18e-01    -  1.00e+00 7.81e-01f  1
