This is Ipopt version 3.14.4, running with linear solver MUMPS 5.4.1.

Number of nonzeros in equality constraint Jacobian...:    25301
Number of nonzeros in inequality constraint Jacobian.:     5480
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:     8704
                     variables with only lower bounds:     2009
                variables with lower and upper bounds:        0
                     variables with only upper bounds:        0
Total number of equality constraints.................:     6909
Total number of inequality constraints...............:     1572
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:     1572

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0  4.7339903e+02 1.57e+01 2.94e+00   0.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1  1.4763412e+03 1.47e+01 4.24e+01  -0.0 6.22e+00    -  9.59e-03 6.12e-02f  1
   2  2.5485012e+03 1.36e+01 4.69e+01   0.2 5.62e+00    -  1.55e-01 7.46e-02f  1
   3  2.5916883e+03 1.23e+01 4.64e+01  -2.0 5.52e+00    -  1.16e-01 9.79e-02h  1
   4  4.7697450e+03 7.96e+00 4.38e+01   0.1 4.55e+00    -  3.69e-01 3.53e-01f  1
   5  4.2781440e+03 7.03e+00 4.06e+01  -2.1 4.11e+00    -  1.87e-01 1.16e-01f  1
   6  4.4164232e+03 5.56e+00 3.38e+01  -0.3 2.99e+00    -  4.91e-01 2.09e-01h  1
   7  4.0634345e+03 4.38e+00 3.55e+01  -0.8 5.36e+00    -  3.52e-01 2.13e-01f  1
   8  2.5226058e+04 4.16e+00 4.04e+02   1.6 6.36e+01    -  1.60e-02 4.93e-02f  1
   9  1.9980885e+04 2.09e+00 1.09e+02   0.2 5.17e+00    -  8.44e-01 5.07e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10  1.3684114e+04 1.79e+00 8.87e+01   0.2 3.43e+00    -  1.52e-01 2.22e-01f  1
  11  9.7664538e+03 8.67e-01 1.52e+02   0.2 1.27e+00    -  4.30e-01 5.06e-01f  1
  12  8.6803597e+03 7.54e-01 9.74e+02   0.1 1.23e+00    -  9.73e-01 5.30e-01h  1
  13  5.8008404e+03 3.42e-01 1.34e+03  -0.2 8.80e-01    -  1.00e+00 6.08e-01f  1
  14  4.4771436e+03 2.17e-01 1.08e+03  -4.0 1.76e+00    -  4.89e-01 1.99e-01f  1
  15  6.0735955e+03 2.70e-01 4.06e+03  -0.0 3.26e-01    -  6.68e-01 9.90e-01h  1
  16  3.9222903e+03 1.74e-01 1.06e+05  -0.6 3.85e-01    -  1.00e+00 6.92e-01f  1
  17  3.0649617e+03 9.74e-02 1.42e+05  -1.4 4.98e-01    -  1.00e+00 4.42e-01f  1
  18  2.5974622e+03 1.05e-01 5.97e+05  -0.9 1.77e+00    -  7.69e-01 2.64e-01f  1
  19  2.2163302e+03 6.18e-02 5.32e+05  -1.2 1.07e+00    -  7.31e-01 3.99e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  20  1.9072933e+03 4.79e-02 5.97e+05  -1.2 2.10e+00    -  4.82e-01 2.09e-01f  1
  21  1.6658191e+03 7.03e-02 5.95e+05  -1.4 1.87e+00    -  7.82e-01 2.87e-01f  1
  22  1.3397815e+03 5.34e-02 4.25e+05  -1.6 1.11e+00    -  4.87e-01 2.97e-01f  1
  23  1.5379750e+03 9.31e-02 1.35e+05  -0.7 7.79e-01    -  4.48e-01 5.09e-01f  1
  24  1.3052779e+03 6.07e-02 9.56e+05  -0.9 4.39e-01    -  7.46e-01 4.46e-01f  1
  25  9.7514250e+02 1.73e-02 8.21e+04  -1.3 2.14e-01    -  1.00e+00 7.24e-01f  1
  26  8.1144042e+02 1.20e-02 2.60e+05  -1.4 2.24e-01    -  1.00e+00 8.56e-01f  1
  27  7.1318690e+02 5.20e-03 5.72e+05  -1.6 2.48e-01    -  1.00e+00 6.92e-01f  1
  28  6.8367755e+02 4.16e-03 4.57e+05  -1.6 6.86e-01    -  4.42e-01 1.82e-01f  1
  29  6.5534771e+02 5.49e-03 1.82e+05  -1.5 4.60e-01    -  8.38e-01 4.60e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  30  6.2607627e+02 1.25e-02 4.15e+05  -1.7 1.04e+00    -  7.61e-01 3.54e-01f  1
  31  5.9360791e+02 1.12e-02 5.57e+05  -1.7 1.13e+00    -  8.67e-01 2.79e-01f  1
  32  6.0200986e+02 7.81e-03 6.69e+05  -1.4 9.24e-01    -  7.27e-01 2.35e-01f  2
  33  5.6421204e+02 4.64e-03 7.36e+05  -1.8 1.82e-01    -  1.00e+00 3.59e-01f  1
  34  5.1485949e+02 4.03e-03 1.08e+06  -2.1 4.64e-01    -  1.00e+00 3.49e-01f  1
  35  4.9110645e+02 7.57e-03 2.77e+05  -1.8 4.01e-01    -  7.82e-01 6.85e-01f  1
  36  4.7574635e+02 1.13e-02 3.30e+05  -2.2 6.68e-01    -  4.74e-01 2.94e-01f  1
  37  4.6623830e+02 5.89e-03 2.39e+05  -2.3 3.02e-01    -  7.56e-01 5.67e-01F  1
  38  4.4044011e+02 4.49e-03 3.03e+05  -4.0 1.10e-01    -  4.31e-01 2.32e-01f  1
  39  4.2023818e+02 7.11e-03 3.10e+05  -2.0 7.10e-02    -  4.70e-01 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  40  4.0170958e+02 3.12e-03 3.50e+05  -2.8 1.24e-01    -  1.00e+00 5.48e-01f  1
  41  3.9386374e+02 8.35e-03 1.98e+05  -2.2 2.42e+00    -  3.80e-01 2.26e-01f  1
  42  3.9776128e+02 8.66e-03 4.15e+05  -1.2 7.91e+00    -  1.43e-01 3.47e-02f  1
  43  3.9146464e+02 7.31e-03 2.99e+05  -2.2 2.41e+00    -  2.61e-01 8.20e-02f  2
  44  3.7856851e+02 6.11e-03 1.48e+05  -2.4 6.87e-01    -  4.12e-01 3.14e-01f  1
  45  3.6506267e+02 6.25e-03 3.17e+05  -1.9 1.14e+00    -  6.33e-01 1.80e-01f  1
  46  3.6727210e+02 7.37e-03 5.05e+05  -1.7 1.77e+00    -  4.04e-01 1.55e-01f  2
  47  3.6513046e+02 8.31e-03 3.43e+05  -2.0 1.21e+00    -  3.20e-01 2.81e-01f  1
  48  3.8805422e+02 9.22e-03 2.67e+05  -2.0 4.75e-01    -  2.31e-01 5.26e-01H  1
  49  3.5859314e+02 1.13e-02 1.40e+05  -2.0 7.35e-01    -  4.71e-01 2.31e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  50  3.5106965e+02 1.11e-02 2.46e+05  -4.0 9.95e-01    -  3.92e-01 2.95e-02f  1
  51  3.1611137e+02 1.12e-02 2.21e+05  -2.4 3.82e-01    -  8.55e-01 4.80e-01f  1
  52  2.9942959e+02 6.45e-03 1.27e+05  -3.1 2.49e-01    -  3.57e-01 3.82e-01f  1
  53  2.9347027e+02 4.77e-03 1.50e+05  -2.6 8.95e-02    -  9.59e-01 2.57e-01f  1
  54  2.9662961e+02 4.37e-03 2.38e+04  -1.7 4.04e-01    -  1.32e-01 7.19e-02f  1
  55  2.9769729e+02 3.36e-03 2.02e+05  -2.0 5.16e-01    -  7.14e-01 1.93e-01f  1
  56  3.1032926e+02 6.10e-03 2.69e+05  -1.9 6.69e-01    -  6.07e-01 2.93e-01f  1
  57  3.0557328e+02 6.29e-03 1.53e+05  -2.2 1.42e+00    -  3.55e-01 7.69e-02f  3
  58  2.9304225e+02 7.03e-03 1.02e+05  -2.2 5.71e-01    -  3.30e-01 3.19e-01f  2
  59  2.7910161e+02 7.16e-03 1.55e+03  -3.8 9.23e-01    -  2.59e-01 1.52e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  60  2.8969177e+02 6.93e-03 7.68e+05  -1.3 1.06e+00    -  2.58e-01 7.87e-02f  1
  61  3.7789894e+02 8.86e-04 1.94e+05  -1.9 2.92e-01    -  5.99e-01 1.00e+00H  1
  62  3.4262317e+02 1.90e-02 4.99e+05  -1.6 1.86e-01    -  4.32e-01 9.90e-01f  1
  63  3.2350881e+02 7.72e-03 2.47e+05  -1.8 1.37e-01    -  9.32e-01 5.91e-01f  1
  64  3.4281071e+02 3.40e-04 1.22e+01  -1.8 3.01e-01    -  1.00e+00 1.00e+00H  1
  65  2.8110610e+02 1.10e-02 9.82e+02  -2.0 2.36e-01    -  9.98e-01 1.00e+00f  1
  66  2.8869332e+02 8.36e-03 3.37e+04  -2.1 1.39e-01    -  7.83e-01 6.25e-01h  1
  67  2.6120032e+02 6.51e-03 3.50e+00  -2.1 4.40e-02    -  1.00e+00 1.00e+00f  1
  68  2.4719083e+02 3.71e-03 4.13e+05  -2.9 9.03e-02    -  1.00e+00 4.31e-01f  1
  69  2.6895829e+02 2.17e-03 5.15e+04  -1.9 3.87e-01    -  7.08e-01 4.81e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  70  2.5932661e+02 4.35e-03 3.22e+03  -2.1 1.31e+00    -  5.38e-01 3.29e-01f  1
  71  2.5431282e+02 5.77e-03 1.91e+04  -2.1 7.89e+00    -  2.33e-01 4.15e-02f  3
  72  2.5520491e+02 5.96e-03 3.48e+04  -2.1 4.01e+00    -  3.28e-01 6.36e-02h  3
  73  2.5326289e+02 4.82e-03 3.03e+04  -2.1 6.24e-01    -  8.34e-01 5.20e-01H  1
  74  2.4690782e+02 4.24e-03 2.94e+04  -2.1 8.08e-01    -  6.89e-01 1.56e-01f  3
  75  2.6787101e+02 1.84e-03 2.95e+05  -1.8 1.19e-01    -  5.85e-01 1.00e+00f  1
  76  2.3445855e+02 1.07e-03 4.64e+05  -2.5 4.24e-02    -  1.00e+00 5.98e-01f  1
  77  2.1230155e+02 5.25e-04 3.55e+05  -3.4 1.72e-01    -  1.00e+00 5.33e-01f  1
  78  2.1028698e+02 7.71e-04 5.57e+04  -2.3 6.48e-01    -  1.00e+00 2.17e-01f  1
  79  2.2588570e+02 7.43e-03 1.55e+04  -1.9 3.95e+00    -  1.40e-01 1.74e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  80  2.2386388e+02 4.96e-03 1.35e+04  -2.3 1.83e+00    -  1.52e-01 1.56e-01f  1
  81  2.1891217e+02 3.73e-03 4.35e+03  -2.3 3.28e-01    -  3.36e-01 2.82e-01f  1
  82  2.0847960e+02 4.22e-03 3.01e+04  -2.3 3.97e-01    -  2.59e-01 6.95e-01f  1
  83  2.0374214e+02 4.00e-03 1.80e+05  -4.0 9.54e-01    -  5.27e-01 1.22e-01f  2
  84  2.1879161e+02 2.52e-03 5.67e+04  -2.2 8.27e-02    -  8.64e-01 1.00e+00h  1
  85  2.0536718e+02 1.58e-03 1.01e+00  -2.3 1.19e-01    -  1.00e+00 1.00e+00f  1
  86  1.9208046e+02 6.35e-04 1.84e+05  -3.3 7.53e-02    -  1.00e+00 6.04e-01f  1
  87  1.8900974e+02 6.55e-04 5.86e+04  -2.8 5.02e-01    -  1.00e+00 2.98e-01f  1
  88  1.9551591e+02 5.23e-03 1.75e+04  -2.1 4.06e+00    -  1.53e-01 9.72e-02f  1
  89  1.9446806e+02 5.01e-03 2.97e+04  -2.7 7.26e-01    -  3.95e-01 4.40e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  90  1.9090831e+02 4.60e-03 2.33e+04  -2.7 8.53e-01    -  5.08e-01 3.40e-01f  1
  91  1.8641583e+02 3.86e-03 1.47e+04  -2.7 8.02e-01    -  3.29e-01 3.58e-01f  1
  92  1.8878291e+02 3.17e-05 8.61e+03  -2.8 7.82e-02    -  8.70e-01 1.00e+00H  1
  93  1.7785542e+02 7.97e-04 3.18e+02  -2.9 1.28e-01    -  1.00e+00 9.81e-01f  1
  94  1.7370860e+02 1.81e-04 1.54e+04  -3.3 8.94e-02    -  1.00e+00 8.30e-01f  1
  95  1.7332743e+02 1.70e-04 4.85e+04  -3.9 4.66e-01    -  1.00e+00 6.15e-02f  1
  96  1.7681496e+02 1.42e-03 1.35e+05  -2.3 2.88e+00    -  4.66e-01 7.51e-02f  2
  97  1.7438641e+02 5.06e-04 6.69e+04  -2.9 3.53e-01    -  5.17e-01 4.37e-01f  1
  98  1.7301207e+02 5.38e-04 5.63e+04  -2.9 1.12e+00    -  1.77e-01 7.44e-02f  4
