This is Ipopt version 3.14.4, running with linear solver MUMPS 5.4.1.

Number of nonzeros in equality constraint Jacobian...:    19061
Number of nonzeros in inequality constraint Jacobian.:     9464
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:     6568
                     variables with only lower bounds:     1517
                variables with lower and upper bounds:        0
                     variables with only upper bounds:        0
Total number of equality constraints.................:     5217
Total number of inequality constraints...............:     1796
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:     1796

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0  4.5658753e+02 1.33e+01 2.94e+00   0.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1  8.9538849e+02 1.25e+01 2.46e+01  -0.2 7.42e+00    -  1.10e-02 6.16e-02f  1
   2  9.9980203e+02 1.15e+01 3.24e+01  -0.5 5.62e+00    -  5.23e-02 7.71e-02f  1
   3  9.9166972e+02 1.01e+01 4.12e+01  -0.8 4.52e+00    -  1.18e-01 1.20e-01f  1
   4  1.8578595e+03 7.02e+00 6.51e+01  -0.4 4.48e+00    -  2.80e-01 3.08e-01f  1
   5  1.9933614e+03 5.31e+00 6.18e+01  -0.4 2.68e+00    -  5.14e-01 2.44e-01f  1
   6  1.9310455e+03 3.93e+00 3.72e+01  -0.7 2.54e+00    -  2.78e-01 2.59e-01f  1
   7  3.4255880e+03 2.47e+00 5.70e+01   0.0 1.94e+00    -  3.89e-01 3.73e-01f  1
   8  2.6731752e+03 1.63e+00 4.77e+01  -4.0 1.04e+00    -  2.84e-01 3.39e-01f  1
   9  2.0898452e+03 1.18e+00 2.40e+01  -1.3 1.11e+00    -  1.36e-01 2.80e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10  8.2763956e+03 5.48e-01 4.90e+02   0.0 9.63e-01    -  4.41e-01 8.28e-01h  1
  11  6.6002508e+03 4.75e-01 2.24e+03   0.2 4.79e-01    -  1.00e+00 7.67e-01f  1
  12  1.0972559e+04 2.22e-01 2.07e+04   0.6 1.07e+00    -  7.19e-01 5.61e-01f  1
  13  2.2482934e+04 2.85e-01 3.45e+03   0.7 1.11e+00    -  1.00e+00 9.91e-01f  1
  14  1.6680706e+04 5.47e-01 1.77e+06   0.6 7.92e-01    -  9.80e-01 9.11e-01f  1
  15  1.8899439e+04 7.60e-02 1.08e+08   0.6 5.55e-01    -  3.37e-01 9.99e-01h  1
  16  1.3275337e+04 5.69e-02 4.31e+01   0.5 6.55e-01    -  1.00e+00 1.00e+00f  1
  17  8.7132256e+03 2.54e-01 5.09e+07   0.1 8.65e-01    -  5.99e-01 9.19e-01f  1
  18  1.4079471e+04 1.87e-01 4.60e+06   0.5 1.10e+00    -  9.47e-01 1.00e+00f  1
  19  1.3381866e+04 1.80e-01 5.25e+06   0.4 2.46e+00    -  2.28e-01 1.98e-01f  2
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  20  1.0510482e+04 9.44e-02 3.53e+01   0.4 4.43e-01    -  1.00e+00 1.00e+00f  1
  21  9.1390648e+03 4.85e-02 1.87e+07   0.2 1.01e+00    -  7.76e-01 5.48e-01H  1
  22  1.8124557e+04 9.79e-02 9.97e+01   0.5 1.54e+00    -  1.00e+00 1.00e+00f  1
  23  1.7132408e+04 1.31e-01 1.18e+07   0.5 2.43e+00    -  3.79e-01 1.88e-01f  2
  24  1.3340253e+04 1.51e-01 7.36e+01   0.5 7.50e-01    -  1.00e+00 1.00e+00f  1
  25  1.0546677e+04 2.30e-01 2.06e+07  -0.2 2.70e+00    -  3.05e-01 3.94e-01f  1
  26  6.6871671e+03 1.74e-01 1.22e+08  -0.2 1.36e+00    -  8.75e-02 8.20e-01f  1
  27  7.0920938e+03 1.46e-01 1.04e+08  -0.2 2.13e+00    -  1.96e-01 4.15e-01h  1
  28  9.9825101e+03 1.00e-01 3.82e+07   0.3 1.51e+00    -  1.65e-01 1.00e+00f  1
  29  1.2784810e+04 1.29e-01 2.57e+07   0.2 3.40e+00    -  2.19e-01 2.83e-01H  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  30  7.6563853e+03 1.02e-01 4.22e+06   0.2 8.06e-01    -  7.94e-01 1.00e+00f  1
  31  1.3683588e+04 3.48e-02 8.32e+01   0.4 1.06e+00    -  1.00e+00 1.00e+00H  1
  32  8.3702135e+03 8.59e-02 4.28e+07  -0.0 1.36e+00    -  1.00e+00 7.59e-01f  1
  33  7.1390835e+03 1.17e-01 3.66e+07   0.0 3.58e+00    -  1.39e-01 1.44e-01f  2
  34  1.1418812e+04 1.25e-01 7.52e+07   0.3 8.67e-01    -  3.70e-01 1.00e+00f  1
  35  1.2451295e+04 1.62e-01 2.28e+07   0.2 1.30e+00    -  4.13e-01 7.18e-01H  1
  36  7.4002750e+03 3.61e-01 4.30e+05   0.2 5.97e-01    -  8.59e-01 1.00e+00f  1
  37  7.5878616e+03 5.45e-02 6.01e+01   0.2 3.45e-01    -  1.00e+00 1.00e+00h  1
  38  4.4794522e+03 3.66e-02 5.11e+06  -0.3 5.33e-01    -  9.95e-01 9.43e-01f  1
  39  4.4967627e+03 2.80e-02 4.22e+06   0.0 1.04e+00    -  2.78e-01 1.10e-01f  3
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  40  3.4848323e+03 8.92e-03 1.47e+07  -0.8 4.21e-01    -  1.00e+00 6.51e-01f  1
  41  6.3564762e+03 1.35e-01 3.20e+07   0.3 7.34e+00    -  3.57e-01 9.56e-02f  2
  42  3.5372520e+03 8.53e-02 1.01e+07  -0.3 1.20e+00    -  6.74e-01 7.21e-01f  1
  43  3.5190273e+03 9.54e-02 8.79e+06  -0.3 2.36e+00    -  1.37e-01 8.82e-02f  2
  44  3.1139557e+03 1.86e-02 3.73e+06  -0.3 2.34e-01    -  4.54e-01 1.00e+00f  1
  45  2.1466015e+03 8.72e-03 1.13e+07  -0.7 6.05e-01    -  1.00e+00 6.49e-01f  1
  46  2.7677616e+03 3.23e-02 4.56e+06  -0.2 1.53e+00    -  6.52e-01 3.68e-01f  2
  47  2.6812244e+03 3.57e-02 2.93e+05  -0.4 8.20e-01    -  7.59e-01 5.56e-01h  1
  48  2.5656220e+03 5.11e-03 9.82e+05  -0.4 6.63e-01    -  6.11e-01 9.70e-01H  1
  49  2.2380506e+03 7.26e-02 1.02e+06  -0.4 4.60e-01    -  3.55e-01 7.33e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  50  2.2449553e+03 2.36e-02 3.12e+06  -0.5 4.35e-01    -  4.79e-01 8.09e-01H  1
  51  1.9003425e+03 3.76e-02 8.90e+04  -0.5 2.28e-01    -  9.55e-01 1.00e+00f  1
  52  1.6729138e+03 1.27e-02 3.44e+01  -0.7 2.34e-01    -  1.00e+00 1.00e+00h  1
  53  1.9256665e+03 8.07e-03 1.92e+01  -0.5 1.25e-01    -  1.00e+00 1.00e+00f  1
  54  1.4624893e+03 9.89e-03 4.68e+06  -1.0 7.71e-02    -  9.99e-01 7.91e-01f  1
  55  1.3148085e+03 2.21e-03 8.44e+05  -0.9 7.75e-02    -  1.00e+00 8.08e-01f  1
  56  1.2389007e+03 4.88e-03 1.27e+06  -1.0 2.01e-01    -  1.00e+00 4.51e-01f  1
  57  1.0938099e+03 4.05e-03 2.04e+05  -1.0 1.59e-01    -  1.00e+00 7.35e-01f  1
  58  1.0452420e+03 1.07e-02 1.31e+06  -1.1 4.18e-01    -  6.80e-01 2.36e-01f  1
  59  1.0077108e+03 7.31e-03 4.99e+04  -1.0 9.05e-02    -  9.44e-01 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  60  9.0976645e+02 3.75e-03 2.69e+06  -1.4 6.02e-02    -  1.00e+00 4.97e-01f  1
  61  8.1344619e+02 2.45e-03 2.84e+06  -1.8 1.94e-01    -  1.00e+00 4.27e-01f  1
  62  8.1467451e+02 3.24e-03 6.09e+05  -1.0 7.44e-01    -  5.21e-01 1.32e-01f  3
  63  7.7706816e+02 1.52e-03 2.34e+05  -1.3 1.17e-01    -  1.00e+00 5.78e-01f  1
  64  8.1622159e+02 2.39e-03 3.48e+04  -1.3 1.23e-01    -  1.00e+00 6.56e-01H  1
