This is Ipopt version 3.14.4, running with linear solver MUMPS 5.4.1.

Number of nonzeros in equality constraint Jacobian...:    25301
Number of nonzeros in inequality constraint Jacobian.:     5480
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:     8704
                     variables with only lower bounds:     2009
                variables with lower and upper bounds:        0
                     variables with only upper bounds:        0
Total number of equality constraints.................:     6909
Total number of inequality constraints...............:     1572
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:     1572

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0  4.7339903e+02 1.57e+01 2.93e+00   0.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1  1.5569608e+03 1.47e+01 4.36e+01  -0.0 6.21e+00    -  9.47e-03 6.51e-02f  1
   2  2.7024553e+03 1.35e+01 4.66e+01   0.2 5.65e+00    -  1.63e-01 7.94e-02f  1
   3  2.1472697e+04 1.30e+01 1.74e+02   1.5 5.10e+01    -  7.78e-03 4.07e-02f  1
   4  1.4098177e+04 9.23e+00 1.26e+02  -0.0 5.01e+00    -  6.40e-02 2.89e-01f  1
   5  2.2622276e+04 7.37e+00 1.33e+02   0.7 7.21e+00    -  2.71e-01 2.01e-01f  1
   6  6.4527621e+04 6.06e+00 1.36e+03   1.7 2.32e+01    -  4.99e-02 1.78e-01f  1
   7  1.0149316e+05 5.16e+00 8.24e+02   0.8 7.49e+00    -  3.84e-01 3.44e-01h  1
   8  3.2282555e+04 8.29e+00 1.80e+03   0.8 4.74e+00    -  2.66e-01 9.47e-01f  1
   9  4.6963683e+04 6.29e+00 9.18e+03   0.7 2.64e+00    -  9.88e-01 7.43e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10  2.5582820e+04 4.09e+00 2.36e+04   0.2 1.33e+00    -  1.00e+00 5.85e-01f  1
  11  1.5950913e+04 1.93e+00 2.59e+04  -0.3 1.42e+00    -  1.00e+00 5.36e-01f  1
  12  1.2358871e+04 1.69e+00 5.10e+04  -0.3 1.56e+00    -  1.00e+00 4.54e-01f  1
  13  1.2504156e+04 1.59e+00 3.30e+04   0.1 8.69e-01    -  6.70e-01 8.08e-01h  1
  14  9.8816984e+03 6.26e-01 1.82e+05  -0.4 3.90e-01    -  1.00e+00 6.56e-01f  1
  15  8.8403222e+03 4.17e-01 2.83e+05  -1.1 2.92e-01    -  1.00e+00 3.53e-01f  1
  16  7.9158319e+03 2.52e-01 1.78e+06  -0.2 9.07e-01    -  7.77e-01 3.23e-01f  1
  17  8.0707156e+03 3.90e-01 3.51e+06   0.2 1.92e+00    -  6.88e-01 4.81e-01f  1
  18  6.8887347e+03 1.30e-01 9.94e+05  -0.1 2.86e-01    -  9.10e-01 1.00e+00f  1
  19  6.7024470e+03 4.47e-02 7.69e+01  -0.2 4.25e-01    -  1.00e+00 1.00e+00H  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  20  5.2415776e+03 4.07e-02 2.46e+07  -0.7 2.94e-01    -  9.99e-01 5.26e-01f  1
  21  4.3877955e+03 7.84e-02 1.03e+07  -0.6 4.48e-01    -  1.00e+00 4.87e-01f  1
  22  4.0141311e+03 1.11e-01 5.31e+06  -0.6 7.47e-01    -  7.75e-01 2.92e-01f  2
  23  3.5491646e+03 5.54e-02 1.04e+07  -1.0 2.73e-01    -  1.00e+00 5.34e-01f  1
  24  3.1769614e+03 3.72e-02 3.32e+06  -0.9 5.30e-01    -  1.00e+00 5.60e-01f  1
  25  2.9600003e+03 2.94e-02 1.69e+06  -0.9 5.75e-01    -  6.78e-01 4.94e-01f  1
  26  2.8542641e+03 2.55e-02 8.24e+06  -2.3 6.64e-01    -  7.14e-01 1.26e-01f  1
  27  2.7201175e+03 1.78e-02 5.45e+06  -1.2 8.57e-01    -  5.02e-01 2.46e-01f  1
  28  2.7562660e+03 2.41e-02 3.01e+06  -0.6 1.50e+00    -  3.41e-01 3.00e-01f  1
  29  2.6376594e+03 2.52e-02 2.53e+06  -1.0 3.03e+00    -  2.63e-01 1.91e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  30  2.6613415e+03 3.05e-02 3.58e+06  -0.5 4.00e+00    -  4.51e-01 1.24e-01f  1
  31  2.5698315e+03 4.01e-02 1.42e+06  -0.9 2.86e+00    -  4.25e-01 1.83e-01f  1
  32  2.3962024e+03 4.53e-02 4.53e+05  -0.8 2.45e+00    -  6.71e-01 3.37e-01f  1
  33  2.3462816e+03 1.42e-01 4.32e+05  -1.4 4.61e+00    -  2.98e-01 2.31e-01f  1
  34  2.7703613e+03 1.54e-02 5.87e+06  -0.6 9.92e-01    -  4.13e-01 1.00e+00H  1
  35  2.2647696e+03 2.27e-01 3.63e+05  -0.8 3.78e-01    -  7.21e-01 9.75e-01f  1
  36  1.9029771e+03 4.04e-02 1.14e+01  -0.9 3.16e-01    -  1.00e+00 1.00e+00f  1
  37  1.7212668e+03 1.88e-02 3.87e+06  -1.4 3.09e-01    -  9.97e-01 5.73e-01f  1
  38  1.5044158e+03 1.33e-02 3.79e+06  -1.8 1.20e+00    -  8.88e-01 3.55e-01f  1
