This is Ipopt version 3.14.4, running with linear solver MUMPS 5.4.1.

Number of nonzeros in equality constraint Jacobian...:    46101
Number of nonzeros in inequality constraint Jacobian.:    22420
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:    15824
                     variables with only lower bounds:     3649
                variables with lower and upper bounds:        0
                     variables with only upper bounds:        0
Total number of equality constraints.................:    12549
Total number of inequality constraints...............:     4292
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:     4292

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0  4.7162430e+02 1.80e+01 2.97e+00   0.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1  7.6807419e+02 1.59e+01 5.71e+00  -0.5 2.94e+00    -  2.62e-02 1.17e-01f  1
   2  1.3089093e+03 1.32e+01 5.20e+00  -0.3 2.78e+00    -  1.61e-01 1.70e-01f  1
   3  1.4437743e+03 1.12e+01 6.15e+00  -0.4 2.96e+00    -  2.32e-01 1.51e-01f  1
   4  1.4234965e+03 7.43e+00 1.17e+01  -0.6 3.14e+00    -  3.46e-01 3.35e-01f  1
   5  1.4688962e+03 4.67e+00 1.84e+01  -0.7 4.12e+00    -  4.13e-01 3.71e-01f  1
   6  1.3167902e+03 2.89e+00 2.40e+01  -1.0 2.64e+00    -  5.03e-01 3.81e-01f  1
   7  1.5180445e+03 1.83e+00 6.39e+01  -0.5 3.78e+00    -  7.03e-01 3.66e-01f  1
   8  1.5198466e+03 1.05e+00 1.34e+02  -0.7 1.67e+00    -  8.74e-01 4.27e-01f  1
   9  1.2258057e+03 5.02e-01 9.27e+01  -1.0 3.17e+00    -  6.77e-01 5.22e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10  9.2995211e+02 1.94e-01 5.00e+01  -1.0 2.04e+00    -  5.38e-01 7.49e-01f  1
  11  8.7604944e+02 6.05e-02 1.28e+02  -1.0 1.45e+00    -  8.62e-01 7.73e-01f  1
  12  8.6303469e+02 2.01e-01 3.38e+02  -1.0 1.69e+00    -  8.48e-01 8.01e-01f  1
  13  7.8096298e+02 4.15e-02 2.11e+02  -1.0 6.97e-01    -  1.00e+00 9.93e-01f  1
  14  6.3302838e+02 1.40e-02 6.01e+05  -1.3 1.16e+00    -  1.00e+00 6.49e-01f  1
  15  8.5203997e+02 3.80e-02 6.74e+05  -0.9 4.23e-01    -  8.75e-01 1.00e+00f  1
  16  7.2571676e+02 4.94e-02 2.56e+05  -1.1 8.56e-01    -  8.46e-01 9.36e-01f  1
  17  7.1995424e+02 6.78e-03 1.64e+01  -1.1 1.13e+00    -  1.00e+00 1.00e+00H  1
  18  5.8343695e+02 2.27e-02 4.05e+05  -1.2 7.42e-01    -  9.97e-01 8.34e-01f  1
  19  5.2154896e+02 1.81e-02 1.23e+06  -1.5 7.07e-01    -  6.08e-01 3.25e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  20  4.7450319e+02 1.54e-02 2.05e+04  -1.4 5.97e-01    -  1.00e+00 9.81e-01f  1
  21  4.2892423e+02 8.91e-03 9.45e+05  -1.6 9.10e-01    -  9.76e-01 4.32e-01f  1
  22  3.8756824e+02 9.00e-03 7.56e+05  -1.7 6.96e-01    -  7.55e-01 4.42e-01f  1
  23  4.8068799e+02 2.96e-02 4.40e+05  -1.3 3.22e-01    -  8.28e-01 1.00e+00f  1
  24  4.2336280e+02 2.61e-02 5.54e+00  -1.4 3.87e-01    -  1.00e+00 1.00e+00f  1
  25  3.4381346e+02 1.09e-02 7.49e+05  -2.1 8.21e-01    -  7.49e-01 4.99e-01f  1
  26  3.2632195e+02 1.02e-02 2.02e+05  -1.8 5.97e-01    -  1.00e+00 6.30e-01f  1
  27  3.1943917e+02 2.78e-03 5.95e+04  -1.7 4.69e-01    -  7.84e-01 6.14e-01f  1
  28  2.8996706e+02 4.59e-03 2.71e+05  -2.5 1.07e+00    -  5.23e-01 3.63e-01f  1
  29  3.5141531e+02 6.63e-03 4.16e+05  -1.2 1.47e+00    -  3.23e-01 2.10e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  30  3.2917325e+02 1.19e-02 1.26e+05  -1.7 7.98e-01    -  7.84e-01 8.99e-01f  1
  31  3.2875010e+02 8.07e-03 1.34e+04  -1.7 7.78e-01    -  8.38e-01 6.19e-01H  1
  32  3.2365823e+02 3.36e-03 4.31e+03  -1.7 2.20e-01    -  1.00e+00 6.48e-01f  1
  33  3.0605916e+02 2.80e-03 2.55e+05  -1.8 4.34e-01    -  1.00e+00 5.60e-01f  1
  34  2.9164418e+02 7.90e-03 1.96e+05  -1.9 9.54e-01    -  8.70e-01 5.30e-01f  1
  35  2.7614949e+02 1.27e-02 6.86e+04  -2.0 1.01e+00    -  8.71e-01 7.65e-01f  1
  36  2.6070081e+02 1.15e-02 2.74e+05  -2.9 1.91e+00    -  4.64e-01 2.40e-01f  1
  37  2.8848604e+02 1.28e-02 8.17e+04  -1.6 1.66e+00    -  3.98e-01 3.46e-01f  1
  38  2.8162366e+02 9.44e-03 7.86e+04  -1.9 5.35e-01    -  3.87e-01 2.97e-01f  1
  39  2.7549146e+02 5.46e-03 1.12e+05  -1.9 4.38e-01    -  8.59e-01 4.06e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  40  2.7232890e+02 4.16e-03 1.38e+05  -2.0 8.92e-01    -  6.09e-01 2.04e-01f  1
  41  2.6554040e+02 6.16e-03 9.17e+04  -2.0 1.16e+00    -  1.00e+00 5.56e-01f  1
  42  2.8949195e+02 3.54e-02 1.73e+05  -1.7 2.74e+00    -  7.42e-01 5.03e-01f  1
  43  2.8388884e+02 1.68e-02 4.13e+04  -1.9 1.23e+00    -  6.30e-01 5.42e-01h  1
  44  2.7505574e+02 8.35e-03 2.07e+04  -1.9 3.16e-01    -  4.84e-01 4.78e-01f  1
  45  2.6981891e+02 3.66e-03 3.01e+04  -1.9 3.69e-01    -  5.37e-01 8.64e-01f  1
  46  2.5889179e+02 2.49e-03 6.35e+04  -2.0 5.73e-01    -  1.00e+00 7.75e-01f  1
  47  2.7235010e+02 7.41e-03 5.43e+05  -1.7 1.57e+00    -  1.00e+00 3.14e-01f  1
  48  2.6914664e+02 4.99e-04 3.95e+05  -1.9 7.34e-01    -  3.65e-01 1.00e+00H  1
  49  2.7010703e+02 3.37e-03 1.43e+05  -1.9 2.59e-01    -  6.29e-01 6.49e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  50  2.6254930e+02 1.43e-03 8.69e+04  -2.0 1.37e-01    -  1.00e+00 6.13e-01f  1
  51  2.5751951e+02 1.29e-03 2.06e+00  -2.0 2.25e-01    -  1.00e+00 1.00e+00f  1
  52  2.3551575e+02 1.29e-02 1.23e+04  -2.2 7.66e-01    -  9.67e-01 9.97e-01f  1
  53  2.6581274e+02 1.11e-02 1.95e+05  -1.9 5.19e-01    -  6.42e-01 1.00e+00f  1
  54  2.5319311e+02 3.82e-03 3.22e+04  -2.0 4.19e-01    -  1.00e+00 8.96e-01f  1
  55  2.4639994e+02 2.54e-03 5.53e+03  -2.0 1.56e-01    -  4.84e-01 8.29e-01f  1
  56  2.3707401e+02 1.72e-03 3.86e+05  -2.4 3.51e-01    -  1.00e+00 3.29e-01f  1
  57  2.4743346e+02 4.16e-03 1.16e+05  -2.0 5.25e-01    -  1.00e+00 6.12e-01f  1
  58  2.3982114e+02 3.09e-03 2.03e+04  -2.1 3.98e-01    -  9.53e-01 7.73e-01f  1
  59  2.4276653e+02 6.57e-04 4.17e+03  -2.1 9.74e-01    -  6.55e-01 1.00e+00H  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  60  2.3775784e+02 1.40e-03 3.31e+03  -2.1 2.06e-01    -  8.91e-01 5.06e-01f  1
  61  2.3559654e+02 1.32e-03 1.15e+01  -2.1 1.45e-01    -  8.37e-01 8.88e-01f  1
  62  2.3507296e+02 1.41e-03 4.79e+02  -2.1 3.45e-01    -  8.62e-01 1.00e+00f  1
  63  2.6319044e+02 1.16e-02 2.30e+04  -1.9 1.20e+00    -  8.04e-01 8.41e-01f  1
  64  2.5895520e+02 9.98e-03 1.97e+05  -2.0 1.87e+00    -  1.00e+00 2.47e-01f  1
  65  2.5674216e+02 1.05e-02 1.71e+05  -2.0 2.81e+00    -  4.56e-01 1.32e-01f  3
  66  2.4733979e+02 4.69e-03 1.92e+04  -2.0 7.82e-01    -  1.00e+00 8.88e-01f  1
  67  2.4653555e+02 3.83e-03 1.35e+04  -2.0 8.14e-01    -  9.70e-01 2.99e-01f  2
  68  2.4754668e+02 3.23e-03 3.59e+01  -2.0 1.08e-01    -  4.28e-01 1.00e+00h  1
  69  2.4641942e+02 1.85e-03 8.56e+00  -2.0 6.18e-02    -  8.33e-01 7.66e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  70  2.4593861e+02 4.61e-04 2.80e+00  -2.0 1.24e-01    -  8.18e-01 7.58e-01f  1
  71  2.3009162e+02 3.70e-03 1.59e+04  -2.1 7.05e-01    -  9.50e-01 1.00e+00f  1
  72  2.2808614e+02 3.58e-03 9.98e+04  -2.2 1.35e+00    -  1.00e+00 1.86e-01f  1
  73  2.5693248e+02 1.38e-02 1.73e+05  -1.9 1.15e+00    -  6.22e-01 8.86e-01f  1
  74  2.4559491e+02 9.57e-03 1.28e+05  -2.1 4.01e-01    -  7.57e-01 4.55e-01f  1
  75  2.3576951e+02 3.67e-03 6.98e+03  -2.1 3.46e-01    -  4.13e-01 9.42e-01f  1
  76  2.3520323e+02 9.96e-04 1.02e+00  -2.1 3.11e-01    -  1.00e+00 1.00e+00f  1
  77  2.3540428e+02 8.29e-04 2.75e+00  -2.1 2.46e-01    -  1.00e+00 8.37e-01f  1
  78  2.1726858e+02 7.64e-04 1.70e+05  -2.5 1.09e-01    -  9.95e-01 6.81e-01f  1
  79  2.4239131e+02 1.26e-03 1.00e+05  -2.0 1.49e-01    -  8.48e-01 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  80  2.3195033e+02 5.03e-04 2.67e+04  -2.1 9.76e-02    -  1.00e+00 8.79e-01f  1
  81  2.2086225e+02 7.19e-04 2.88e+05  -2.5 1.32e-01    -  1.00e+00 4.22e-01f  1
  82  2.0650648e+02 6.69e-04 5.57e+04  -2.6 1.55e-01    -  1.00e+00 8.32e-01f  1
  83  2.0062931e+02 7.64e-04 5.53e+04  -2.8 2.49e-01    -  1.00e+00 6.58e-01f  1
  84  2.0554910e+02 3.68e-04 2.78e+04  -2.5 2.14e-01    -  1.00e+00 7.70e-01f  1
  85  2.0290310e+02 1.95e-04 4.39e-01  -2.6 7.73e-02    -  1.00e+00 1.00e+00f  1
  86  1.9690951e+02 3.48e-04 5.89e+04  -3.1 1.82e-01    -  1.00e+00 6.54e-01f  1
  87  1.9605968e+02 1.33e-03 1.97e+04  -3.0 5.50e-01    -  1.00e+00 3.95e-01f  1
  88  2.0197285e+02 1.69e-02 1.05e+04  -2.4 2.10e+00    -  4.28e-01 3.60e-01f  1
  89  2.0135840e+02 2.28e-02 6.05e+03  -2.7 4.03e+00    -  4.37e-01 1.62e-01f  2
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  90  2.0090877e+02 3.14e-02 1.65e+04  -2.7 4.46e+00    -  5.81e-01 1.98e-01f  2
  91  2.0015693e+02 2.20e-02 1.12e+04  -2.7 1.69e+00    -  4.48e-01 3.75e-01f  1
  92  1.9933550e+02 1.36e-02 6.41e+03  -2.7 2.96e-01    -  3.08e-01 3.83e-01f  1
  93  1.9882574e+02 5.65e-03 1.32e+03  -2.7 3.73e-01    -  3.77e-01 6.14e-01f  1
  94  1.9861020e+02 6.04e-04 2.07e+02  -2.7 8.00e-02    -  8.06e-01 9.13e-01f  1
  95  1.9845401e+02 1.21e-03 7.92e+01  -2.7 3.12e-01    -  1.00e+00 7.92e-01f  1
  96  2.0670821e+02 1.92e-03 1.26e+04  -2.5 4.57e-01    -  1.00e+00 9.19e-01f  1
  97  2.0251086e+02 5.58e-04 5.05e-01  -2.6 1.35e-01    -  1.00e+00 1.00e+00f  1
  98  2.0236807e+02 1.43e-04 5.55e-01  -2.6 7.82e-02    -  1.00e+00 9.57e-01f  1
  99  2.0238886e+02 5.47e-05 1.46e-01  -2.6 9.37e-02    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 100  1.9485676e+02 1.85e-04 6.14e+04  -3.2 1.25e-01    -  1.00e+00 7.08e-01f  1
 101  1.9139068e+02 3.03e-04 1.04e+04  -3.3 1.18e-01    -  1.00e+00 8.55e-01f  1
 102  1.9063104e+02 1.70e-04 6.46e+03  -3.6 1.88e-01    -  3.97e-01 3.92e-01f  1
 103  1.8941471e+02 1.63e-04 3.91e+03  -4.0 1.35e-01    -  4.13e-01 6.15e-01f  1
 104  1.9198553e+02 3.93e-04 4.77e+03  -2.9 3.63e-01    -  5.93e-01 5.59e-01f  1
 105  1.9168865e+02 9.34e-04 3.66e+03  -3.2 5.79e-01    -  7.96e-01 4.47e-01f  2
 106  1.9152086e+02 5.10e-04 5.39e+03  -3.2 6.02e-01    -  9.69e-01 2.50e-01f  2
 107  1.9138260e+02 3.61e-04 3.91e+03  -3.2 3.41e-01    -  6.65e-01 2.83e-01f  2
 108  1.9118018e+02 4.38e-04 2.17e+03  -3.2 3.87e-01    -  9.80e-01 4.50e-01f  2
 109  1.9112420e+02 4.01e-04 1.94e+03  -3.2 4.83e-01    -  3.43e-01 1.03e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 110  1.9099306e+02 2.96e-04 4.60e+02  -3.2 2.24e-01    -  1.00e+00 7.63e-01f  1
 111  1.9094455e+02 3.41e-04 3.74e+02  -3.2 5.44e-01    -  3.49e-01 1.87e-01f  2
 112  1.9084664e+02 6.27e-04 2.50e+02  -3.2 6.16e-01    -  5.90e-01 3.32e-01f  1
 113  1.9080629e+02 5.98e-04 2.26e+02  -3.2 5.34e-01    -  3.74e-01 9.61e-02f  3
 114  1.9076896e+02 6.17e-04 1.19e+02  -3.2 2.37e-01    -  7.40e-01 4.73e-01f  2
 115  1.9072383e+02 7.43e-04 9.20e+01  -3.2 4.36e-01    -  8.45e-01 2.27e-01f  1
 116  1.9068533e+02 4.17e-04 6.13e+01  -3.2 1.33e-01    -  4.15e-01 3.34e-01f  2
 117  1.9061991e+02 2.82e-04 3.00e+01  -3.2 1.23e-01    -  7.16e-01 5.10e-01f  1
 118  1.8946250e+02 4.26e-04 9.65e+03  -4.0 1.76e-01    -  6.14e-01 4.31e-01f  1
 119  1.8881953e+02 1.95e-04 1.71e+02  -3.5 9.83e-02    -  8.87e-01 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 120  1.9474580e+02 1.46e-03 1.81e+04  -2.9 1.77e-01    -  8.15e-01 1.00e+00f  1
 121  1.9262765e+02 8.42e-04 4.73e+03  -3.0 6.42e-02    -  1.00e+00 8.41e-01f  1
 122  1.9223048e+02 1.79e-04 2.82e+02  -3.0 3.25e-02    -  1.00e+00 9.40e-01f  1
 123  1.9086659e+02 4.74e-05 1.57e+04  -3.3 5.31e-02    -  1.00e+00 6.35e-01f  1
 124  1.8900950e+02 2.49e-04 5.71e-01  -3.5 1.37e-01    -  1.00e+00 1.00e+00f  1
 125  1.8880306e+02 2.86e-04 3.48e+03  -3.6 1.95e-01    -  1.00e+00 5.00e-01f  2
 126  1.9029338e+02 2.52e-04 4.68e+03  -3.2 1.10e-01    -  6.85e-01 7.83e-01f  1
 127  1.8983775e+02 1.05e-04 3.00e+03  -3.3 3.22e-02    -  6.68e-01 5.60e-01f  1
 128  1.8946825e+02 3.89e-05 1.16e-01  -3.3 3.23e-02    -  1.00e+00 1.00e+00f  1
 129  1.8820006e+02 1.83e-04 9.56e+03  -3.9 1.70e-01    -  1.00e+00 7.17e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 130  1.9025731e+02 1.02e-03 2.15e+04  -2.9 7.29e-01    -  6.09e-01 3.66e-01f  1
 131  1.9011165e+02 1.28e-03 1.02e+04  -3.3 1.24e+00    -  4.78e-01 2.51e-01f  1
 132  1.9004082e+02 1.50e-03 3.73e+03  -3.3 1.71e+00    -  5.03e-01 9.61e-02f  2
 133  1.8993954e+02 1.19e-03 8.66e+02  -3.3 2.99e-01    -  7.84e-01 2.29e-01h  2
 134  1.8991309e+02 2.50e-04 6.10e+02  -3.3 8.11e-02    -  5.82e-01 1.00e+00h  1
 135  1.8977108e+02 9.00e-05 1.25e-01  -3.3 4.28e-02    -  1.00e+00 1.00e+00f  1
