This is Ipopt version 3.14.4, running with linear solver MUMPS 5.4.1.

Number of nonzeros in equality constraint Jacobian...:    25301
Number of nonzeros in inequality constraint Jacobian.:     5480
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:     8704
                     variables with only lower bounds:     2009
                variables with lower and upper bounds:        0
                     variables with only upper bounds:        0
Total number of equality constraints.................:     6909
Total number of inequality constraints...............:     1572
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:     1572

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0  4.7339986e+02 1.49e+01 2.93e+00   0.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1  2.0225414e+03 1.40e+01 3.48e+02  -0.0 6.30e+00    -  9.39e-03 6.43e-02f  1
   2  3.9269236e+03 1.27e+01 3.56e+02   0.3 5.73e+00    -  1.93e-01 8.78e-02f  1
   3  4.1194239e+03 1.10e+01 3.21e+02  -0.4 5.20e+00    -  1.38e-01 1.36e-01f  1
   4  7.1966775e+03 7.65e+00 3.65e+02   0.3 4.32e+00    -  1.14e-01 3.06e-01f  1
   5  6.6853853e+03 6.61e+00 3.99e+02   0.1 3.94e+00    -  2.24e-01 1.36e-01f  1
   6  1.7421290e+04 5.56e+00 4.56e+02   1.2 7.43e+00    -  2.31e-02 1.59e-01f  1
   7  4.8295821e+04 4.18e+00 1.04e+03   1.2 1.02e+01    -  7.02e-02 2.49e-01f  1
   8  3.2172878e+04 2.62e+00 1.06e+03   0.5 3.39e+00    -  5.45e-01 3.71e-01f  1
   9  2.9913541e+04 2.54e+00 9.36e+02  -4.0 4.90e+00    -  1.29e-01 3.19e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10  2.0276769e+04 1.80e+00 9.53e+02  -4.0 4.30e+00    -  2.46e-02 2.92e-01f  1
  11  1.6670951e+04 1.44e+00 7.63e+02   0.2 6.93e+00    -  4.54e-02 2.00e-01f  1
  12  1.2623310e+04 7.43e-01 6.36e+02  -0.0 1.98e+00    -  8.13e-02 4.84e-01f  1
  13  1.1364533e+04 5.95e-01 7.77e+02   0.0 2.07e+00    -  7.03e-02 2.00e-01f  1
  14  1.1281930e+04 5.88e-01 7.69e+02  -4.0 1.46e+00    -  2.34e-01 1.05e-02f  1
  15  1.1219276e+04 4.78e-01 9.02e+02   0.3 3.93e+00    -  1.33e-01 1.88e-01h  1
  16  1.0639028e+04 3.81e-01 3.69e+02   0.3 1.03e+00    -  3.76e-01 2.02e-01f  1
  17  8.8598746e+03 2.91e-01 2.82e+02  -4.0 1.31e+00    -  3.01e-01 2.35e-01f  1
  18  8.1288812e+03 2.62e-01 5.08e+02  -0.6 2.24e+00    -  2.80e-01 1.00e-01f  1
  19  7.5885370e+03 2.40e-01 4.66e+02  -4.0 1.37e+00    -  4.58e-01 8.27e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  20  6.7202960e+03 1.97e-01 1.29e+03  -0.3 3.35e+00    -  4.57e-01 1.80e-01f  1
  21  6.7995308e+03 1.60e-01 6.49e+03   0.1 1.87e+00    -  6.96e-01 1.87e-01f  1
  22  6.3418517e+03 1.36e-01 7.67e+03  -0.6 7.09e-01    -  1.00e+00 1.50e-01f  1
  23  5.4145934e+03 2.35e-01 6.19e+03  -0.9 2.75e+00    -  1.00e+00 3.12e-01f  1
  24  4.4551094e+03 2.25e-01 6.50e+03  -0.6 8.47e-01    -  1.00e+00 3.55e-01f  1
  25  4.0612761e+03 1.93e-01 8.50e+03  -0.4 1.29e+00    -  4.75e-01 1.51e-01f  1
  26  3.8836252e+03 1.51e-01 1.49e+04  -0.4 7.17e-01    -  9.97e-01 2.17e-01f  1
  27  4.0288241e+03 1.05e-01 9.46e+03  -0.5 1.96e+00    -  1.00e+00 6.55e-01H  1
  28  3.2962860e+03 9.74e-02 1.44e+04  -0.8 1.01e+00    -  1.00e+00 4.20e-01f  1
  29  2.5296115e+03 7.88e-02 1.45e+04  -1.0 4.38e-01    -  7.20e-01 3.93e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  30  2.2868237e+03 3.47e-02 9.59e+03  -0.8 2.06e-01    -  6.94e-01 6.06e-01f  1
  31  2.0327806e+03 2.58e-02 9.65e+03  -1.9 6.35e-01    -  5.47e-01 2.62e-01f  1
  32  1.9279713e+03 2.38e-02 1.00e+04  -2.4 1.51e+00    -  4.37e-01 8.33e-02f  1
  33  1.6899039e+03 4.42e-02 7.45e+03  -1.1 2.88e+00    -  2.48e-01 2.49e-01f  1
  34  1.5249570e+03 3.93e-02 6.93e+04  -0.9 1.12e+00    -  5.72e-01 2.35e-01f  1
  35  1.3435262e+03 2.91e-02 1.21e+05  -1.0 5.70e-01    -  6.97e-01 3.15e-01f  1
  36  1.2354814e+03 4.03e-02 7.75e+04  -1.0 2.78e-01    -  6.82e-01 5.86e-01f  1
  37  1.0758467e+03 2.05e-02 1.62e+05  -1.2 2.21e-01    -  1.00e+00 6.11e-01f  1
  38  1.0127302e+03 1.76e-02 2.89e+05  -1.4 4.34e-01    -  6.43e-01 2.65e-01f  2
  39  9.4983835e+02 1.47e-02 2.09e+05  -2.0 3.68e-01    -  8.36e-01 1.71e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  40  9.0704355e+02 7.83e-03 2.52e+05  -1.1 5.09e-01    -  6.92e-01 5.72e-01f  1
