This is Ipopt version 3.14.4, running with linear solver MUMPS 5.4.1.

Number of nonzeros in equality constraint Jacobian...:    19061
Number of nonzeros in inequality constraint Jacobian.:     5912
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:     6568
                     variables with only lower bounds:     1517
                variables with lower and upper bounds:        0
                     variables with only upper bounds:        0
Total number of equality constraints.................:     5217
Total number of inequality constraints...............:     1796
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:     1796

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0  4.5910009e+02 6.84e+00 2.95e+00   0.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1  7.9333088e+02 6.05e+00 2.38e+01  -0.6 4.39e+00    -  2.10e-02 1.14e-01f  1
   2  2.2213838e+03 5.54e+00 6.44e+01   0.1 5.08e+00    -  5.38e-01 8.55e-02f  1
   3  4.4153381e+03 3.92e+00 5.16e+01   0.4 3.20e+00    -  2.36e-01 2.92e-01f  1
   4  4.0659217e+03 1.59e+00 3.54e+01   0.0 1.86e+00    -  4.21e-01 5.94e-01f  1
   5  3.0389353e+03 1.15e+00 2.49e+01  -0.4 3.46e+00    -  3.25e-01 2.78e-01f  1
   6  2.8411058e+03 5.08e-01 5.70e+01  -0.2 8.08e-01    -  7.17e-01 5.57e-01f  1
   7  2.2388381e+03 1.76e-01 2.98e+01  -0.5 7.39e-01    -  6.75e-01 6.53e-01f  1
   8  1.9542415e+03 1.23e-01 9.84e+01  -0.8 1.09e+00    -  4.19e-01 2.99e-01f  1
   9  2.8819130e+03 1.32e-02 2.47e+01  -0.2 4.99e-01    -  9.88e-01 9.90e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10  1.8651504e+03 3.86e-03 1.02e+04  -0.5 3.40e-01    -  9.95e-01 9.34e-01f  1
  11  1.7471371e+03 3.91e-03 8.03e+05  -0.6 3.69e-01    -  1.00e+00 6.31e-01f  1
  12  1.4870292e+03 2.39e-03 1.38e+06  -0.7 2.24e-01    -  1.00e+00 6.25e-01f  1
  13  1.9486962e+03 4.03e-04 2.30e+01  -0.5 4.21e-01    -  1.00e+00 1.00e+00H  1
  14  1.3073109e+03 8.52e-03 7.49e+04  -0.7 3.71e-01    -  9.91e-01 9.52e-01f  1
  15  1.2980025e+03 4.29e-03 8.31e+04  -0.7 4.48e-01    -  6.98e-01 8.16e-01h  1
  16  1.6928737e+03 3.37e-03 4.34e+06  -0.5 2.61e-01    -  7.13e-01 1.00e+00f  1
  17  1.4017180e+03 1.85e-03 1.25e+01  -0.6 1.61e-01    -  1.00e+00 1.00e+00f  1
  18  1.1087105e+03 2.46e-03 4.55e+06  -0.9 2.61e-01    -  9.93e-01 6.06e-01f  1
  19  1.7583566e+03 2.04e-03 4.82e+01  -0.6 5.94e-01    -  1.00e+00 1.00e+00H  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  20  1.2765412e+03 9.59e-03 5.19e+06  -0.8 4.93e-01    -  1.00e+00 5.46e-01f  1
  21  1.0082649e+03 4.71e-03 2.63e+06  -0.9 2.96e-01    -  8.95e-01 6.62e-01f  1
  22  1.2970176e+03 3.84e-03 1.33e+06  -0.6 9.48e-02    -  8.92e-01 1.00e+00f  1
  23  1.1191181e+03 1.57e-03 9.38e+00  -0.7 9.63e-02    -  1.00e+00 1.00e+00f  1
  24  8.5545854e+02 4.77e-03 1.70e+06  -0.9 2.99e-01    -  9.97e-01 7.93e-01f  1
  25  8.4502208e+02 3.52e-03 3.57e+04  -0.9 1.70e-01    -  9.46e-01 1.00e+00h  1
  26  7.9423220e+02 1.65e-03 5.20e+00  -0.9 1.44e-01    -  1.00e+00 1.00e+00f  1
  27  6.6045380e+02 9.84e-04 2.84e+06  -1.3 1.92e-01    -  1.00e+00 5.63e-01f  1
  28  6.7769971e+02 1.18e-03 2.72e+06  -0.9 3.50e-01    -  9.66e-01 1.58e-01f  3
  29  6.4853602e+02 7.84e-04 2.77e+00  -1.1 1.27e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  30  6.1325096e+02 1.10e-03 2.07e+06  -1.2 5.64e-01    -  9.88e-01 2.25e-01f  3
