This is Ipopt version 3.14.4, running with linear solver MUMPS 5.4.1.

Number of nonzeros in equality constraint Jacobian...:    25301
Number of nonzeros in inequality constraint Jacobian.:     5480
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:     8704
                     variables with only lower bounds:     2009
                variables with lower and upper bounds:        0
                     variables with only upper bounds:        0
Total number of equality constraints.................:     6909
Total number of inequality constraints...............:     1572
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:     1572

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0  4.7339986e+02 1.49e+01 2.93e+00   0.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1  1.5497380e+03 1.40e+01 1.74e+02  -0.0 6.30e+00    -  9.39e-03 6.43e-02f  1
   2  4.7044236e+03 1.20e+01 1.74e+02   0.3 5.65e+00    -  1.89e-01 1.44e-01f  1
   3  5.0691505e+03 9.69e+00 1.43e+02  -0.0 4.54e+00    -  2.08e-01 1.90e-01f  1
   4  6.3685743e+03 7.25e+00 1.57e+02   0.2 4.19e+00    -  1.39e-01 2.52e-01f  1
   5  5.9638109e+03 6.13e+00 1.63e+02  -0.1 3.05e+00    -  4.64e-01 1.55e-01f  1
   6  1.8121304e+04 5.85e+00 3.85e+02   1.7 4.19e+01    -  9.75e-03 4.56e-02f  1
   7  1.8271516e+04 2.70e+00 3.11e+02   0.2 3.99e+00    -  2.20e-01 5.38e-01h  1
   8  1.3018328e+04 1.90e+00 2.77e+02  -0.0 1.80e+00    -  2.78e-01 2.98e-01f  1
   9  1.2066426e+04 1.74e+00 3.71e+02   0.4 3.23e+00    -  8.99e-03 8.43e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10  8.9666220e+03 1.17e+00 2.37e+02  -0.3 1.67e+00    -  3.55e-01 3.26e-01f  1
  11  1.3822179e+04 9.53e-01 1.89e+02   0.7 4.65e+00    -  2.35e-01 1.85e-01f  1
  12  1.0454830e+04 4.33e-01 1.28e+03   0.2 1.50e+00    -  1.66e-01 6.69e-01f  1
  13  9.2521848e+03 3.12e-01 7.99e+02   0.2 1.05e+00    -  4.00e-01 4.04e-01f  1
  14  7.1515059e+03 1.93e-01 2.33e+03  -0.2 9.81e-01    -  9.98e-01 3.99e-01f  1
  15  8.9260225e+03 2.03e-01 7.24e+03   0.2 1.18e+00    -  1.00e+00 6.83e-01h  1
