This is Ipopt version 3.14.4, running with linear solver MUMPS 5.4.1.

Number of nonzeros in equality constraint Jacobian...:    46101
Number of nonzeros in inequality constraint Jacobian.:    22776
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:    15824
                     variables with only lower bounds:     3649
                variables with lower and upper bounds:        0
                     variables with only upper bounds:        0
Total number of equality constraints.................:    12549
Total number of inequality constraints...............:     4292
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:     4292

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0  4.7179423e+04 7.73e+02 9.90e+01   0.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1  4.0028970e+04 6.26e+02 8.12e+01  -0.2 4.07e+02    -  4.51e-02 1.99e-01f  1
   2  3.6851740e+04 5.32e+02 7.24e+01   0.2 2.47e+02    -  7.47e-02 1.55e-01f  1
   3  3.2887216e+04 4.53e+02 7.05e+01   0.5 1.82e+02    -  2.58e-01 1.54e-01f  1
   4  2.9091419e+04 3.70e+02 1.07e+02   0.8 1.28e+02    -  2.58e-01 1.87e-01f  1
   5  2.5728855e+04 3.13e+02 1.39e+02   0.9 9.19e+01    -  1.83e-01 1.54e-01f  1
   6  2.0723729e+04 2.47e+02 1.16e+02   0.2 6.83e+01    -  2.35e-01 2.17e-01f  1
   7  1.6740893e+04 2.01e+02 9.41e+01  -0.8 4.69e+01    -  2.11e-01 1.97e-01f  1
   8  1.6270367e+04 1.42e+02 2.12e+02   0.8 3.93e+01    -  1.75e-01 2.92e-01h  1
   9  1.3691859e+04 1.20e+02 1.54e+02   0.1 2.21e+01    -  3.86e-01 1.53e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10  1.2286152e+04 9.02e+01 1.61e+02   0.5 1.99e+01    -  3.51e-01 2.77e-01h  1
  11  1.1253089e+04 6.62e+01 7.03e+02   0.5 1.65e+01    -  4.87e-01 2.73e-01h  1
  12  8.5219283e+03 4.80e+01 4.87e+02  -1.0 1.32e+01    -  2.78e-01 3.03e-01f  1
