This is Ipopt version 3.14.4, running with linear solver MUMPS 5.4.1.

Number of nonzeros in equality constraint Jacobian...:    25301
Number of nonzeros in inequality constraint Jacobian.:     5480
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:     8704
                     variables with only lower bounds:     2009
                variables with lower and upper bounds:        0
                     variables with only upper bounds:        0
Total number of equality constraints.................:     6909
Total number of inequality constraints...............:     1572
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:     1572

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0  4.7338185e+02 1.49e+01 2.93e+00   0.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1  1.1480345e+03 1.40e+01 7.89e+00  -0.0 6.30e+00    -  9.39e-03 6.43e-02f  1
   2  6.2224718e+03 1.34e+01 4.74e+01   1.0 3.83e+01    -  2.57e-03 4.24e-02f  1
   3  4.6942123e+03 1.19e+01 4.35e+01  -0.5 5.16e+00    -  7.09e-02 1.12e-01f  1
   4  5.5319181e+03 9.34e+00 1.72e+01   0.2 4.72e+00    -  3.71e-01 2.13e-01f  1
   5  3.0154546e+04 8.72e+00 3.07e+02   1.7 1.10e+02    -  2.62e-02 6.64e-02f  1
   6  2.1199936e+04 4.81e+00 9.13e+01   0.5 4.84e+00    -  6.09e-01 4.48e-01f  1
   7  1.7126319e+04 2.80e+00 1.73e+02   0.5 5.42e+00    -  3.45e-01 4.87e-01f  1
   8  1.3215910e+04 1.81e+00 3.60e+02   0.2 4.77e+00    -  9.06e-01 4.41e-01f  1
   9  1.0933385e+04 4.85e+00 3.11e+02   0.1 1.47e+00    -  7.58e-01 9.90e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10  4.8394928e+03 1.18e+00 1.13e+04  -0.3 1.30e+00    -  1.00e+00 8.02e-01f  1
  11  6.5559919e+03 6.49e-01 3.70e+05   0.1 1.05e+00    -  4.23e-01 9.83e-01f  1
  12  3.4235959e+03 3.13e-01 1.63e+06  -0.7 7.72e-01    -  1.00e+00 6.71e-01f  1
  13  4.8227865e+03 4.93e-01 4.23e+06  -0.1 2.22e+00    -  9.09e-01 8.00e-01H  1
  14  3.1785614e+03 5.81e-01 8.82e+00  -0.2 8.09e-01    -  1.00e+00 1.00e+00f  1
  15  1.9213447e+03 2.12e-01 1.18e+07  -0.8 4.97e-01    -  9.50e-01 6.48e-01f  1
  16  1.1849574e+03 1.01e-01 1.10e+07  -1.4 4.06e-01    -  1.00e+00 5.59e-01f  1
  17  9.7641035e+02 6.97e-02 3.71e+06  -1.0 1.61e+00    -  9.20e-01 4.38e-01f  1
  18  1.1598699e+03 7.52e-02 8.75e+05  -0.7 2.29e+00    -  5.92e-01 5.06e-01f  1
  19  1.0002569e+03 2.71e-01 9.87e+00  -0.9 3.66e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  20  7.4259840e+02 1.73e-01 5.19e+06  -1.6 2.56e-01    -  9.15e-01 4.01e-01f  1
  21  5.1072690e+02 9.10e-02 3.68e+06  -2.1 2.12e-01    -  1.00e+00 5.29e-01f  1
  22  4.1044609e+02 5.11e-02 1.96e+06  -2.1 4.09e-01    -  9.61e-01 4.62e-01f  1
  23  3.7729302e+02 3.70e-02 1.29e+06  -2.0 6.33e-01    -  7.68e-01 2.55e-01f  1
  24  3.6643384e+02 2.94e-02 5.31e+05  -1.7 5.50e-01    -  7.95e-01 2.14e-01f  1
  25  3.0820229e+02 1.24e-02 5.94e+05  -2.3 2.54e-01    -  1.00e+00 6.53e-01f  1
  26  2.8884014e+02 6.97e-03 1.67e+05  -2.2 2.87e-01    -  1.00e+00 6.50e-01f  1
  27  2.7504433e+02 1.35e-02 2.15e+05  -2.8 1.95e-01    -  1.00e+00 6.69e-01f  1
  28  2.6528450e+02 1.03e-02 1.39e+05  -2.8 7.69e-02    -  1.00e+00 3.47e-01f  1
  29  2.6583057e+02 7.50e-03 4.85e+04  -2.4 4.98e-02    -  8.25e-01 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  30  2.5350753e+02 1.22e-04 3.67e-01  -2.8 4.77e-02    -  1.00e+00 1.00e+00f  1
  31  2.5198395e+02 4.88e-03 4.98e+04  -4.0 8.89e-01    -  4.41e-01 1.32e-01f  2
  32  2.5035733e+02 3.92e-03 1.60e+04  -2.6 5.33e-01    -  3.90e-01 2.42e-01f  1
  33  2.5941104e+02 1.17e-02 4.41e+04  -2.3 1.10e+00    -  4.05e-01 2.55e-01f  2
  34  2.5339562e+02 2.63e-02 3.22e+04  -2.6 1.19e-01    -  6.01e-01 9.62e-01f  1
  35  2.4755562e+02 1.45e-02 6.72e+02  -2.6 6.93e-02    -  1.00e+00 5.57e-01f  1
  36  2.4387254e+02 5.48e-03 2.34e+04  -2.8 4.45e-02    -  1.00e+00 7.12e-01f  1
  37  2.3847037e+02 8.70e-04 4.09e-01  -3.2 5.30e-02    -  1.00e+00 1.00e+00f  1
  38  2.4031939e+02 2.77e-03 3.44e+02  -2.9 1.85e-01    -  9.81e-01 9.88e-01f  1
  39  2.3962122e+02 3.63e-03 1.82e+03  -3.0 2.22e+00    -  1.24e-01 5.89e-02f  2
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  40  2.3941156e+02 5.32e-03 8.67e+03  -3.0 6.54e-01    -  4.97e-01 1.43e-01f  2
  41  2.5282313e+02 1.67e-03 3.63e+03  -3.0 1.99e-01    -  6.40e-01 1.00e+00H  1
