This is Ipopt version 3.14.4, running with linear solver MUMPS 5.4.1.

Number of nonzeros in equality constraint Jacobian...:    19061
Number of nonzeros in inequality constraint Jacobian.:     9464
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:     6568
                     variables with only lower bounds:     1517
                variables with lower and upper bounds:        0
                     variables with only upper bounds:        0
Total number of equality constraints.................:     5217
Total number of inequality constraints...............:     1796
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:     1796

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0  4.6505579e+02 6.63e+00 2.94e+00   0.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1  7.5253996e+02 6.19e+00 6.26e+00  -0.3 6.34e+00    -  3.63e-02 6.60e-02f  1
   2  1.4669867e+03 5.63e+00 2.18e+01   0.0 5.68e+00    -  2.85e-01 9.06e-02f  1
   3  2.6121733e+03 4.51e+00 2.29e+01   0.2 3.88e+00    -  2.31e-01 2.00e-01f  1
   4  2.3130201e+03 2.85e+00 1.63e+01  -0.2 2.59e+00    -  3.88e-01 3.66e-01f  1
   5  2.3821149e+03 1.66e+00 1.61e+01  -0.3 2.13e+00    -  4.71e-01 4.18e-01f  1
   6  2.5890276e+03 8.74e-01 9.93e+01  -0.3 1.87e+00    -  9.26e-01 4.74e-01h  1
   7  2.6331012e+03 1.54e-01 4.81e+01  -0.3 2.29e+00    -  9.13e-01 8.24e-01h  1
   8  2.2485790e+03 6.09e-02 4.35e+01  -0.4 2.89e+00    -  9.71e-01 9.90e-01h  1
   9  1.5047367e+03 2.87e-02 1.23e+03  -1.7 1.35e+00    -  5.49e-01 4.18e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10  9.6947703e+02 2.13e-02 4.75e+01  -2.6 1.49e+00    -  3.50e-02 4.03e-01f  1
  11  2.0100629e+03 8.12e-02 5.98e+04  -0.3 1.97e+00    -  5.78e-01 6.79e-01f  1
  12  1.5712701e+03 1.29e-02 4.58e+05  -0.5 6.95e-01    -  5.85e-01 1.00e+00f  1
  13  2.3596639e+03 8.80e-03 8.91e+06  -0.3 5.30e-01    -  1.00e+00 8.36e-01f  1
  14  2.0866935e+03 1.54e-02 4.61e+06  -0.4 9.45e-01    -  6.17e-01 1.00e+00f  1
  15  3.8674378e+03 6.26e-02 7.19e+05  -0.1 1.12e+00    -  9.04e-01 9.33e-01f  1
  16  3.3726975e+03 3.61e-02 6.25e+05  -0.2 2.74e+00    -  6.69e-01 6.44e-01f  1
  17  2.7982480e+03 2.21e-02 1.78e+06  -0.2 7.94e-01    -  6.36e-01 1.00e+00f  1
  18  2.9317060e+03 4.59e-03 8.38e+00  -0.2 5.49e-01    -  1.00e+00 1.00e+00f  1
  19  1.5145851e+03 6.09e-02 2.59e+05  -0.5 1.01e+00    -  9.97e-01 9.91e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  20  1.4076579e+03 4.66e-02 1.57e+06  -0.6 1.48e+00    -  5.46e-01 2.58e-01f  1
  21  1.0145506e+03 2.32e-02 1.94e+06  -1.0 3.81e-01    -  6.46e-01 5.69e-01f  1
  22  8.7687536e+02 1.34e-02 4.18e+05  -0.9 9.17e-01    -  6.43e-01 6.96e-01h  1
  23  1.3868566e+03 1.81e-02 1.01e+06  -0.4 8.91e-01    -  4.41e-01 4.70e-01f  1
  24  1.3931846e+03 1.90e-02 8.30e+05  -0.7 2.53e+00    -  4.76e-01 4.18e-01h  1
  25  1.1623862e+03 8.80e-03 7.78e+05  -0.7 6.86e-01    -  6.48e-01 1.00e+00f  1
  26  1.8287363e+03 1.69e-02 2.29e+06  -0.4 5.73e-01    -  7.57e-01 9.03e-01f  1
  27  1.4846385e+03 1.08e-02 3.11e+06  -0.5 6.22e-01    -  4.58e-01 1.00e+00f  1
  28  1.4745391e+03 3.43e-03 1.57e+01  -0.5 2.85e-01    -  1.00e+00 9.19e-01h  1
  29  1.4114613e+03 9.14e-04 6.26e+04  -0.6 1.56e-01    -  7.86e-01 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  30  1.0125021e+03 5.29e-03 4.23e+00  -0.8 2.53e-01    -  1.00e+00 1.00e+00f  1
  31  1.0125820e+03 2.17e-03 4.83e+04  -0.8 1.03e+00    -  7.94e-01 9.31e-01H  1
  32  9.3921048e+02 1.22e-02 6.23e+04  -0.8 7.49e-01    -  8.39e-01 1.00e+00f  1
  33  8.0017804e+02 1.60e-03 3.33e+04  -0.9 1.27e-01    -  1.00e+00 9.91e-01f  1
  34  6.2841499e+02 5.26e-03 1.81e+06  -1.2 4.45e-01    -  1.00e+00 6.75e-01f  1
  35  8.2931193e+02 9.77e-03 2.95e+06  -0.7 5.64e-01    -  8.53e-01 5.05e-01f  1
  36  8.2416460e+02 6.16e-03 1.85e+06  -0.9 4.04e-01    -  4.66e-01 6.77e-01h  1
  37  7.6160444e+02 2.11e-03 2.54e+05  -0.9 1.83e-01    -  8.88e-01 1.00e+00f  1
  38  5.5977767e+02 6.26e-03 6.94e+00  -1.2 2.86e-01    -  1.00e+00 1.00e+00f  1
  39  5.1672063e+02 4.84e-03 1.42e+06  -1.3 5.87e-01    -  9.97e-01 3.01e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  40  6.9143343e+02 1.15e-02 2.83e+06  -1.0 6.33e-01    -  3.28e-01 7.67e-01f  1
  41  5.7670568e+02 4.35e-03 2.66e+05  -1.2 2.42e-01    -  1.00e+00 9.08e-01f  1
  42  5.2529201e+02 2.53e-03 4.14e+01  -1.2 2.28e-01    -  8.00e-02 1.00e+00f  1
  43  7.4613326e+02 1.25e-02 2.56e+04  -0.8 8.10e-01    -  5.69e-01 5.66e-01f  1
  44  6.6458065e+02 7.04e-03 7.59e+05  -1.0 5.06e-01    -  5.15e-01 8.56e-01f  1
  45  6.3390500e+02 2.18e-03 6.78e+04  -1.0 2.60e-01    -  8.70e-01 7.72e-01h  1
  46  6.2624143e+02 2.28e-03 1.27e+05  -1.0 2.11e-01    -  8.73e-02 1.00e+00f  1
  47  4.9251311e+02 1.86e-03 5.76e+00  -1.2 2.39e-01    -  1.00e+00 1.00e+00f  1
  48  7.1618983e+02 1.13e-02 1.32e+06  -0.9 6.79e-01    -  3.91e-01 5.67e-01f  1
  49  6.1112894e+02 7.50e-03 7.57e+05  -1.1 4.66e-01    -  1.00e+00 6.85e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  50  5.9689519e+02 5.32e-03 3.68e+05  -1.1 8.74e-01    -  4.29e-01 5.14e-01H  1
  51  5.5445355e+02 3.61e-03 3.03e+01  -1.1 2.26e-01    -  1.88e-01 1.00e+00f  1
  52  4.6949369e+02 2.44e-03 1.20e+06  -1.8 2.81e-01    -  5.70e-01 3.70e-01f  1
  53  4.9619049e+02 2.33e-03 4.30e+05  -1.4 5.90e-01    -  1.00e+00 5.74e-01H  1
  54  6.7578103e+02 7.55e-03 4.12e+06  -1.0 3.52e-01    -  2.83e-01 1.00e+00f  1
