This is Ipopt version 3.14.4, running with linear solver MUMPS 5.4.1.

Number of nonzeros in equality constraint Jacobian...:    25301
Number of nonzeros in inequality constraint Jacobian.:     5480
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:     8704
                     variables with only lower bounds:     2009
                variables with lower and upper bounds:        0
                     variables with only upper bounds:        0
Total number of equality constraints.................:     6909
Total number of inequality constraints...............:     1572
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:     1572

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0  4.7336548e+02 1.47e+01 2.93e+00   0.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1  9.9778509e+02 1.38e+01 6.91e+00  -0.2 7.67e+00    -  9.41e-03 5.91e-02f  1
   2  3.8546868e+03 1.34e+01 2.76e+01   0.9 3.25e+01    -  5.31e-03 3.19e-02f  1
   3  3.2929853e+03 1.24e+01 2.56e+01  -0.6 5.11e+00    -  7.20e-02 7.23e-02f  1
   4  3.4156717e+03 1.11e+01 1.25e+01  -0.1 8.56e+00    -  2.63e-01 1.04e-01f  1
   5  8.4442306e+03 1.09e+01 2.75e+01   1.6 1.37e+02    -  1.52e-02 1.94e-02f  1
   6  7.1498897e+03 8.38e+00 1.73e+01  -0.0 3.87e+00    -  2.63e-01 2.31e-01f  1
   7  1.6905712e+04 8.15e+00 2.32e+01   1.7 1.28e+02    -  3.01e-02 2.77e-02f  1
   8  1.2661100e+04 3.04e+00 6.49e+01   0.3 4.00e+00    -  4.47e-01 6.27e-01f  1
   9  1.0201884e+04 2.33e+00 4.57e+01  -0.2 6.78e+00    -  5.91e-01 2.91e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10  7.9539135e+03 1.50e+00 1.87e+02  -0.4 2.62e+00    -  9.58e-01 3.55e-01f  1
  11  4.7968073e+03 1.33e+00 1.99e+02  -0.6 2.46e+00    -  1.00e+00 5.31e-01f  1
  12  3.6251155e+03 1.21e+00 3.96e+01  -0.3 1.17e+00    -  9.51e-01 9.90e-01f  1
  13  2.9479644e+03 6.91e-01 4.26e+04  -0.5 1.11e+00    -  9.79e-01 4.31e-01f  1
  14  2.3946367e+03 5.15e-01 7.16e+04  -0.9 1.57e+00    -  1.00e+00 2.51e-01f  1
  15  1.4287984e+03 3.31e-01 4.40e+04  -1.4 1.44e+00    -  8.85e-01 4.88e-01f  1
  16  1.0716728e+03 2.50e-01 6.39e+04  -1.2 1.24e+00    -  1.00e+00 4.40e-01f  1
  17  8.2086809e+02 1.23e-01 7.03e+04  -1.3 8.79e-01    -  1.00e+00 5.08e-01f  1
  18  9.0647498e+02 9.55e-02 2.06e+05  -0.6 5.00e+00    -  3.89e-01 2.03e-01f  1
  19  1.3009580e+03 7.75e-02 6.31e+00  -0.7 9.93e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  20  7.1917595e+02 7.85e-02 1.75e+06  -1.0 4.24e-01    -  7.81e-01 9.97e-01f  1
  21  5.6413490e+02 3.13e-02 1.65e+06  -1.3 3.47e-01    -  1.00e+00 6.34e-01f  1
  22  4.7496869e+02 1.86e-02 2.23e+06  -1.5 6.79e-01    -  1.00e+00 3.97e-01f  1
  23  1.0614309e+03 2.91e-02 3.13e+06  -0.6 1.18e+00    -  5.31e-01 6.42e-01f  1
  24  9.2870648e+02 4.44e-02 1.82e+06  -0.9 8.56e-01    -  1.00e+00 5.49e-01f  1
  25  8.2590584e+02 3.26e-02 1.72e+05  -0.9 4.21e-01    -  1.00e+00 9.05e-01f  1
  26  8.1690576e+02 1.20e-02 1.33e+00  -0.9 1.21e-01    -  1.00e+00 1.00e+00f  1
  27  4.2721199e+02 6.01e-03 1.20e+06  -1.4 3.32e-01    -  1.00e+00 8.75e-01f  1
  28  2.9643718e+02 1.10e-02 1.49e+06  -2.1 4.44e-01    -  1.00e+00 6.32e-01f  1
  29  2.2296164e+02 1.25e-02 7.05e+05  -2.8 3.56e-01    -  1.00e+00 6.73e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  30  2.3455065e+02 6.74e-03 1.20e+00  -1.9 2.33e-01    -  1.00e+00 1.00e+00f  1
  31  2.0051930e+02 6.18e-03 1.70e+05  -2.6 1.21e-01    -  1.00e+00 8.08e-01f  1
  32  1.8805095e+02 3.82e-03 5.79e+04  -2.8 6.59e-02    -  1.00e+00 7.77e-01f  1
  33  1.8277545e+02 1.96e-03 8.58e+04  -3.3 9.95e-02    -  1.00e+00 5.23e-01f  1
  34  1.8564700e+02 2.88e-03 6.45e+04  -2.3 6.15e-01    -  4.62e-01 1.95e-01f  1
  35  1.8457105e+02 3.04e-03 4.61e+04  -2.7 1.51e+00    -  2.19e-01 5.22e-02f  1
