This is Ipopt version 3.14.4, running with linear solver MUMPS 5.4.1.

Number of nonzeros in equality constraint Jacobian...:    25301
Number of nonzeros in inequality constraint Jacobian.:     5480
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:     8704
                     variables with only lower bounds:     2009
                variables with lower and upper bounds:        0
                     variables with only upper bounds:        0
Total number of equality constraints.................:     6909
Total number of inequality constraints...............:     1572
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:     1572

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0  4.7338363e+02 1.49e+01 2.93e+00   0.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1  1.1687911e+03 1.40e+01 3.48e+01  -0.0 6.30e+00    -  9.39e-03 6.43e-02f  1
   2  7.5776439e+03 1.33e+01 6.58e+01   1.0 3.42e+01    -  9.43e-03 5.18e-02f  1
   3  5.6654426e+03 1.16e+01 6.20e+01  -0.4 5.23e+00    -  7.72e-02 1.21e-01f  1
   4  5.5494091e+03 1.03e+01 5.04e+01   0.2 5.09e+00    -  2.76e-01 1.18e-01f  1
   5  1.7554091e+04 9.89e+00 2.01e+02   1.7 9.25e+01    -  8.93e-03 3.66e-02f  1
   6  1.3731619e+04 7.85e+00 1.24e+02   0.2 6.39e+00    -  3.68e-01 2.07e-01f  1
   7  9.2139633e+03 4.80e+00 7.46e+01  -0.2 4.51e+00    -  3.95e-01 3.88e-01f  1
   8  8.1896294e+03 2.43e+00 4.07e+01   0.0 2.46e+00    -  6.25e-01 4.95e-01h  1
   9  5.2063221e+03 1.49e+00 6.15e+01  -0.4 1.37e+00    -  9.74e-01 7.12e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10  4.1552734e+03 1.23e+00 4.93e+01  -4.0 3.78e+00    -  2.80e-01 1.99e-01f  1
  11  5.0029243e+03 7.52e-01 9.37e+02   0.1 1.52e+00    -  6.95e-01 4.02e-01f  1
  12  3.8394717e+03 5.37e-01 7.63e+02  -1.3 1.45e+00    -  6.87e-01 2.89e-01f  1
  13  2.6532207e+03 4.76e-01 4.55e+02  -1.3 2.65e+00    -  1.31e-01 3.29e-01f  1
  14  2.9919576e+03 3.72e-01 9.75e+02  -0.1 1.29e+00    -  3.09e-01 2.23e-01f  1
  15  2.0433703e+03 2.52e-01 1.00e+03  -0.6 5.59e-01    -  1.00e+00 7.26e-01f  1
  16  1.5060771e+03 1.44e-01 1.98e+03  -1.2 5.37e-01    -  1.00e+00 4.82e-01f  1
  17  1.1991210e+03 9.01e-02 3.52e+03  -1.2 1.14e+00    -  1.00e+00 5.13e-01f  1
  18  1.0463259e+03 5.78e-02 8.11e+03  -1.1 9.65e-01    -  9.89e-01 4.80e-01f  1
  19  9.7044336e+02 1.19e-01 1.44e+04  -1.3 1.17e+00    -  1.00e+00 4.07e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  20  7.7650619e+02 3.54e-02 1.63e+02  -1.4 1.79e-01    -  1.00e+00 9.96e-01f  1
  21  6.8796763e+02 1.30e-02 1.75e+05  -2.1 1.68e-01    -  1.00e+00 5.99e-01f  1
  22  6.2445964e+02 3.71e-03 1.18e+04  -2.6 3.29e-01    -  1.00e+00 6.41e-01f  1
  23  6.1095002e+02 7.43e-03 2.12e+04  -2.6 1.54e+00    -  4.18e-01 2.12e-01f  1
  24  6.2024535e+02 1.65e-02 9.83e+05  -1.4 4.79e+00    -  3.74e-01 1.01e-01f  1
  25  6.1318009e+02 2.54e-02 8.97e+05  -2.0 7.51e+00    -  9.83e-02 7.48e-02f  1
  26  6.0259587e+02 1.85e-02 6.46e+05  -2.0 2.89e+00    -  3.62e-01 1.80e-01f  1
  27  6.0304888e+02 1.90e-02 1.60e+06  -1.2 1.29e+01    -  2.52e-01 4.23e-02f  1
  28  5.9333417e+02 2.04e-02 1.46e+06  -4.0 8.24e+00    -  7.23e-02 4.20e-02f  1
