This is Ipopt version 3.14.4, running with linear solver MUMPS 5.4.1.

Number of nonzeros in equality constraint Jacobian...:    46101
Number of nonzeros in inequality constraint Jacobian.:    14232
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:    15824
                     variables with only lower bounds:     3649
                variables with lower and upper bounds:        0
                     variables with only upper bounds:        0
Total number of equality constraints.................:    12549
Total number of inequality constraints...............:     4292
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:     4292

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0  4.7162430e+02 1.80e+01 2.96e+00   0.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1  1.0404945e+04 1.54e+01 5.38e+02  -0.5 2.75e+00    -  2.14e-02 1.45e-01h  1
   2  1.1524396e+04 1.47e+01 5.64e+02   0.1 2.15e+00    -  1.00e+00 4.42e-02f  1
   3  1.3635546e+04 1.38e+01 5.46e+02   0.9 3.32e+00    -  1.27e-01 5.89e-02f  1
   4  1.5579365e+04 1.29e+01 6.16e+02   0.7 3.70e+00    -  1.66e-01 6.98e-02f  1
   5  1.9185323e+04 1.10e+01 5.92e+02   0.9 4.51e+00    -  1.37e-01 1.46e-01f  1
   6  2.1886060e+04 9.34e+00 6.09e+02   0.9 4.62e+00    -  2.14e-01 1.50e-01f  1
   7  2.6269670e+04 7.23e+00 5.58e+02   0.7 3.77e+00    -  2.11e-01 2.26e-01f  1
   8  2.7343016e+04 6.03e+00 6.29e+02   0.4 3.26e+00    -  4.03e-01 1.66e-01h  1
   9  4.1389680e+04 3.61e+00 6.39e+02   1.0 3.80e+00    -  3.80e-01 4.01e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10  4.9968662e+04 2.24e+00 8.51e+02   1.0 3.35e+00    -  5.16e-01 3.80e-01f  1
  11  4.2014058e+04 1.46e+00 8.60e+02  -0.2 2.36e+00    -  2.93e-01 3.48e-01f  1
  12  3.8890199e+04 1.25e+00 7.12e+02  -4.0 1.19e+00    -  5.70e-02 1.44e-01f  1
  13  3.5367055e+04 8.29e-01 5.77e+02  -0.4 9.37e-01    -  6.81e-02 3.36e-01f  1
  14  4.0206066e+04 5.16e-01 1.72e+03   0.9 1.29e+00    -  4.83e-01 3.78e-01f  1
  15  3.9461433e+04 3.33e-01 1.11e+03  -4.0 1.90e+00    -  3.14e-01 3.56e-01f  1
  16  3.3950467e+04 1.46e-01 8.40e+02   0.2 3.57e-01    -  6.28e-01 5.88e-01f  1
  17  3.1642283e+04 6.71e-02 1.04e+03   0.1 4.24e-01    -  4.75e-01 5.55e-01f  1
  18  3.0426486e+04 3.34e-02 1.28e+04  -0.0 2.99e-01    -  9.95e-01 5.10e-01f  1
  19  2.9211983e+04 1.86e-02 1.21e+04  -0.0 1.22e+00    -  4.54e-01 3.77e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  20  2.8255657e+04 1.57e-02 3.63e+04  -0.0 8.71e-01    -  5.56e-01 2.67e-01f  1
  21  2.7335085e+04 1.32e-02 3.97e+04  -0.1 1.17e+00    -  3.90e-01 2.65e-01f  1
  22  2.6829081e+04 1.23e-02 5.00e+04  -0.1 1.32e+00    -  2.23e-01 1.09e-01f  1
  23  2.5799430e+04 1.29e-02 3.93e+04  -4.0 1.35e+00    -  2.13e-01 2.14e-01f  1
  24  2.5290701e+04 1.81e-02 4.26e+04  -0.2 2.02e+00    -  2.70e-01 2.06e-01f  1
  25  2.5621145e+04 1.99e-02 2.29e+04   0.1 1.32e+00    -  3.61e-01 3.71e-01H  1
  26  2.5572200e+04 2.53e-02 1.06e+05   0.2 7.70e-01    -  6.33e-01 5.19e-01f  1
  27  2.4404958e+04 1.68e-02 7.62e+04  -4.0 1.49e+00    -  3.43e-01 2.75e-01f  1
  28  2.3614879e+04 1.25e-02 7.10e+04  -0.7 1.13e+00    -  2.93e-01 2.41e-01f  1
  29  2.5129706e+04 1.56e-02 1.03e+06   0.1 4.84e-01    -  1.37e-01 5.75e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  30  2.3374109e+04 8.75e-03 2.96e+05  -0.4 3.54e-01    -  1.00e+00 5.32e-01f  1
  31  2.3257688e+04 8.45e-03 6.07e+05  -0.1 2.93e-01    -  4.29e-01 5.29e-01f  1
  32  2.2568605e+04 6.29e-03 9.03e+05  -0.7 5.00e-01    -  1.00e+00 3.53e-01f  1
