This is Ipopt version 3.14.4, running with linear solver MUMPS 5.4.1.

Number of nonzeros in equality constraint Jacobian...:    25301
Number of nonzeros in inequality constraint Jacobian.:    12536
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:     8704
                     variables with only lower bounds:     2009
                variables with lower and upper bounds:        0
                     variables with only upper bounds:        0
Total number of equality constraints.................:     6909
Total number of inequality constraints...............:     2372
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:     2372

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0  4.7335212e+02 1.49e+01 2.94e+00   0.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1  2.1627085e+03 1.39e+01 8.91e+02   0.0 7.07e+00    -  8.84e-03 7.04e-02f  1
   2  3.9550305e+03 1.24e+01 1.05e+03   0.3 6.47e+00    -  1.77e-01 1.07e-01f  1
   3  7.9080473e+03 9.68e+00 1.09e+03   0.5 5.43e+00    -  2.94e-01 2.19e-01f  1
   4  1.1587519e+04 7.37e+00 1.95e+03  -4.0 3.65e+00    -  2.61e-01 2.39e-01h  1
   5  1.1474073e+04 5.94e+00 1.46e+03   0.2 2.97e+00    -  1.72e-01 1.94e-01f  1
   6  1.2120334e+04 5.31e+00 1.43e+03   0.7 7.03e+00    -  6.14e-02 1.05e-01f  1
   7  1.3804993e+04 4.05e+00 9.72e+02   0.7 2.43e+00    -  1.14e-01 2.39e-01f  1
   8  1.9309050e+04 2.78e+00 1.40e+03   0.7 2.68e+00    -  3.01e-01 3.13e-01f  1
   9  2.7356195e+04 8.72e-01 2.27e+03   0.8 1.36e+00    -  8.94e-01 6.86e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10  2.8520221e+04 7.19e-01 1.53e+03   1.1 3.72e+00    -  1.84e-01 1.75e-01f  1
  11  2.6135468e+04 9.81e-02 5.03e+03   0.7 7.02e-01    -  3.71e-01 8.64e-01f  1
  12  2.9458052e+04 1.36e-02 1.10e+03   0.9 7.13e-01    -  1.00e+00 9.90e-01f  1
  13  6.3328707e+04 5.69e-04 5.65e+06   0.9 6.74e-01    -  5.18e-01 1.00e+00H  1
  14  2.6790805e+04 2.77e-02 1.94e+02   0.6 7.83e-01    -  1.00e+00 1.00e+00f  1
  15  2.4235826e+04 1.27e-02 9.30e+07   0.3 9.34e-01    -  9.88e-01 5.76e-01f  1
  16  4.5101105e+04 9.94e-02 2.03e+08   0.9 2.61e+00    -  6.76e-01 1.00e+00f  1
  17  5.1540515e+04 7.02e-02 4.47e+07   0.8 1.81e+00    -  5.78e-01 7.44e-01h  1
  18  3.7010537e+04 5.04e-02 4.95e+06   0.8 9.89e-01    -  6.67e-02 7.98e-01f  1
  19  3.2126584e+04 5.07e-02 5.30e+06   0.8 3.71e+00    -  3.41e-02 7.39e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  20  3.0010643e+04 4.27e-02 1.25e+07   0.8 1.37e+00    -  8.84e-02 7.30e-01f  1
  21  4.0476662e+04 3.64e-02 8.01e+06   0.8 7.86e-01    -  4.91e-01 1.00e+00h  1
  22  3.7495107e+04 2.56e-02 4.72e+06   0.8 1.73e+00    -  4.10e-01 3.20e-01f  1
  23  3.3693288e+04 2.53e-02 4.02e+06   0.8 1.38e+00    -  1.49e-01 5.88e-01f  1
  24  2.6870799e+04 2.11e-02 3.79e+06   0.8 1.77e+00    -  5.58e-02 3.51e-01f  1
  25  2.7017190e+04 2.19e-02 3.68e+06   0.8 1.95e+00    -  3.07e-02 1.60e-01f  3
  26  2.6440644e+04 2.61e-03 4.78e+02   0.8 2.79e-01    -  1.00e+00 1.00e+00f  1
  27  3.5234549e+04 3.06e-04 1.34e+08   1.0 9.14e-01    -  6.69e-01 1.00e+00H  1
  28  2.7751980e+04 7.44e-03 3.35e+02   0.7 6.71e-01    -  1.00e+00 1.00e+00f  1
  29  2.5043433e+04 9.26e-04 1.78e+03   0.6 7.87e-01    -  1.00e+00 1.00e+00H  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  30  3.1525069e+04 1.98e-04 7.37e+04   0.6 3.16e-01    -  9.96e-01 1.00e+00H  1
  31  3.7764532e+04 8.52e-02 1.72e+08   1.2 4.12e+00    -  2.76e-01 4.15e-01f  1
  32  6.4996357e+04 9.11e-02 9.95e+07   0.8 2.93e+00    -  1.61e-01 3.30e-01h  1
  33  4.5817600e+04 5.66e-02 7.51e+07   0.8 5.51e-01    -  5.62e-01 3.86e-01f  1
  34  3.2990744e+04 5.51e-02 8.38e+06   0.8 1.64e+00    -  3.87e-02 6.17e-01f  1
  35  4.1468103e+04 2.07e-02 1.34e+07   0.8 8.14e-01    -  1.05e-01 5.99e-01h  1
  36  3.1467159e+04 1.66e-02 2.75e+07   0.8 5.90e-01    -  9.15e-02 1.00e+00f  1
  37  3.0696096e+04 1.28e-03 2.55e+02   0.8 1.72e-01    -  1.00e+00 1.00e+00f  1
  38  2.4787188e+04 5.53e-02 3.41e+08   0.1 1.50e+00    -  3.25e-01 9.57e-01f  1
  39  2.0875733e+04 3.58e-02 2.18e+08   0.1 6.39e-01    -  3.91e-01 8.29e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  40  1.8940056e+04 3.17e-02 2.08e+08  -4.0 1.34e+00    -  7.42e-02 1.21e-01f  1
  41  1.4349630e+04 4.99e-03 2.06e+08  -0.1 5.52e-01    -  1.60e-01 8.71e-01f  1
